word,level,meaning,sentence
something,1,某物,I want something to eat.
sometimes,1,有時,Sometimes I walk to school.
somewhere,1,某處,Let's go somewhere quiet.
son,1,兒子,Their son is a student.
song,1,歌曲,This song is beautiful.
soon,1,很快,He will come soon.
sore,1,疼痛的,My throat is sore.
sorry,1,感到抱歉的；感到遺憾的,I am sorry.
sound,1,無恙的,The sound is loud.
soup,1,湯,The soup is hot.
south,1,南方的,They live in the south.
space,1,空間,There is enough space.
speak,1,說話,May I speak to Tom?
special,1,特別的,Today is a special day.
spell,1,拼寫,How do you spell your name?
spend,1,花費,I spend time reading.
spring,1,春天,Spring is warm.
square,1,四方的,The box is square.
stair,1,樓梯,Go up the stairs.
stand,1,攤位；站,Please stand up.
star,1,星；明星,The star is bright.
start,1,開始,The game will start soon.
station,1,車站,The train station is near.
stay,1,停留,"Stay here, please."
still,1,靜止的；仍然,He is still sleeping.
stop,1,車站；停止,Stop the car.
store,1,店鋪；儲存,The store is closed.
story,1,故事,She told a story.
straight,1,筆直的,Go straight ahead.
strange,1,奇怪的,That is strange.
street,1,街道,The street is busy.
string,1,細繩,Tie it with string.
strong,1,強壯的,He is strong.
student,1,學生,She is a good student.
study,1,學業,I study English.
stupid,1,愚蠢的,That was a stupid mistake.
subject,1,主題,Math is my best subject.
successful,1,成功的,She is a successful singer.
sugar,1,糖,Add some sugar.
sun,1,太陽；曬太陽,The sun is bright.
sunny,1,陽光充足的,It is a sunny day.
supermarket,1,超級市場,We buy food at the supermarket.
sure,1,確信的,Are you sure?
surprise,1,驚訝；使驚奇,The gift was a surprise.
surprised,1,感到驚奇的,I was surprised to see him.
sweet,1,甜的,The candy is sweet.
table,1,桌子,Put it on the table.
tail,1,尾巴,The dog wagged its tail.
take,1,拿(走),Take this book.
tall,1,高的,He is tall.
tape,1,錄音帶,I listened to the tape.
taste,1,味覺；品嚐,Taste the soup.
tea,1,茶,I drink tea.
teach,1,教導,She teaches English.
teacher,1,教師,My teacher is kind.
team,1,隊,Our team won.
teenager,1,青少年,The teenager likes music.
telephone/phone,1,電話,Answer the telephone.
television/TV,1,電視機,We watch television.
tell,1,告訴,Tell me the truth.
temple,1,廟宇,We visited a temple.
tennis,1,網球(運動),They play tennis.
terrible,1,可怕的,The weather is terrible.
test,1,小考；考驗,We have a test today.
than,1,比；比較,She is taller than me.
thank,1,感謝,Thank you very much.
theater,1,戲院,We went to the theater.
then,1,那時,Then we went home.
there,1,那裡,Look over there.
these,1,這些,These books are mine.
thick,1,厚的,The book is thick.
thin,1,薄的,The paper is thin.
thing,1,束西,What is that thing?
think,1,想,I think you are right.
third,1,第三,This is the third time.
those,1,那些,Those flowers are pretty.
though,1,然而；雖然,"Though it was late, we stayed."
thousand,1,一千,A thousand people came.
throat,1,喉嚨,My throat hurts.
through,1,通過,We walked through the park.
throw,1,投；扔,Throw the ball.
ticket,1,票,I bought a ticket.
tidy,1,整潔的,Keep your room tidy.
tie,1,領帶,He wore a red tie.
tiger,1,老虎,The tiger is dangerous.
time,1,時間,What time is it?
tip,1,小費,I left a tip.
tired,1,疲倦的,I am tired.
today,1,今天,Today is Monday.
toe,1,腳趾,I hurt my toe.
together,1,一起,Let's go together.
toilet,1,洗手間；廁所,Where is the toilet?
tomato,1,蕃茄,I ate a tomato.
tomorrow,1,明天,See you tomorrow.
tonight,1,今晚,We will meet tonight.
tool,1,工具,This tool is useful.
tooth,1,牙齒,My tooth hurts.
top,1,頂端的；頂部,The top is flat.
topic,1,題目,The topic is interesting.
total,1,完全的；總數,The total is ten dollars.
touch,1,觸覺；觸摸,Do not touch the paint.
towel,1,毛巾,Use a towel.
town,1,城鎮,He lives in a small town.
toy,1,玩具；玩弄,The child played with a toy.
traffic,1,交通,The traffic is heavy.
train,1,火車,We took the train.
treat(ment),1,請客；對待,He treated me to lunch.
tree,1,樹,The tree is tall.
trip,1,旅行,We went on a trip.
trouble,1,憂慮,He is in trouble.
truck,1,卡車；用卡車裝運,The truck is big.
try,1,嘗試,Try again.
turn,1,轉動,Turn left.
twice,1,兩次,I called twice.
type,1,類型,What type do you like?
uncle,1,伯父,My uncle is here.
under,1,在…下面,The cat is under the table.
uniform,1,相同的；制服,He wears a school uniform.
until,1,直到…時,Wait until tomorrow.
up,1,向上地,Look up.
use,1,益處；使用,Use a pen.
useful,1,有用的,This map is useful.
vegetable,1,蔬菜,Eat your vegetables.
very,1,非常,It is very hot.
video,1,錄影帶,We watched a video.
violin,1,小提琴,She plays the violin.
visit,1,探望,I will visit my aunt.
visitor,1,探訪者,A visitor came.
voice,1,聲音；表達,Her voice is soft.
wait,1,等候,Wait for me.
wake,1,醒來,I wake up early.
walk,1,走,We walk to school.
wall,1,牆,The wall is white.
want,1,想要,I want some water.
watch,1,手錶,My watch is new.
water,1,水,Drink more water.
wave,1,波；揮動,He waved his hand.
way,1,路,This is the way home.
weak,1,虛弱的,He is weak.
wear,1,穿；戴,She wears a hat.
weather,1,天氣,The weather is nice.
week,1,週,See you next week.
weekend,1,週末,I rest on the weekend.
welcome,1,歡迎,Welcome to Taiwan.
well,1,很好地,She sings well.
west,1,西方的,The sun sets in the west.
wet,1,溼的,The floor is wet.
what,1,什麼,What is your name?
when,1,那時；什麼時候,When will you come?
where,1,在哪裡；哪裡,Where is the bank?
whether,1,是否,I wonder whether he will come.
which,1,哪一個,Which book is yours?
while,1,當…的時候,He called while I was out.
white,1,白色的,The wall is white.
who,1,誰,Who is that man?
whose,1,誰的,Whose bag is this?
why,1,為什麼,Why are you late?
wide,1,寬的,The road is wide.
wife,1,妻子,His wife is a teacher.
will,1,意志力,He has a strong will.
win,1,勝利；獲勝,We will win the game.
wind,1,風,The wind is strong.
window,1,窗,Open the window.
wise,1,聰明的,He is a wise man.
wish,1,希望,I wish you good luck.
with,1,與,Come with me.
without,1,沒有,I cannot live without water.
woman,1,女人,The woman is smiling.
wonderful,1,極好的,We had a wonderful time.
word,1,字,Write the word.
work,1,工作,I go to work.
worker,1,工人,The worker is busy.
world,1,世界,The world is big.
worry,1,煩惱,Do not worry.
write,1,寫,Write your name.
writer,1,作家,She is a writer.
wrong,1,錯誤的,This answer is wrong.
yard,1,碼,The yard is clean.
year,1,年,This year is good.
yellow,1,黃色的,The sun is yellow.
yesterday,1,昨天,Yesterday was rainy.
yet,1,但是；還,I am not ready yet.
zero,1,零,The score is zero.
zoo,1,動物園,We went to the zoo.
a/an,1,一個,I saw a dog and an owl.
am/a.m.,1,上午,I wake up at 7 a.m.
and,1,和；然後,I like tea and coffee.
anybody/anyone,1,任何人,Is anybody home?
anything,1,任何事物,Do you need anything?
apple,1,蘋果,She ate an apple.
at,1,在（某處/某時）,Meet me at the station.
be,1,是；成為,I want to be a teacher.
bottom,1,底部；底層的,The key is at the bottom.
but,1,但是,I am tired but happy.
by,1,藉由；在……旁邊,I go by bus.
car,1,汽車,He drives a car.
cat,1,貓,The cat is sleeping.
cellphone,1,手機,My cellphone is new.
change,1,改變；零錢,I need some change.
cold,1,冷的；感冒,I have a cold.
collect,1,收集,He collects stamps.
comfortable,1,舒適的,The chair is comfortable.
corner,1,角落,The store is on the corner.
death,1,死亡,His death made us sad.
do,1,做（助動詞/動詞）,What do you do?
door,1,門,Open the door.
driver,1,駕駛人；司機,The driver is careful.
email,1,電子郵件；發電子郵件,I sent you an email.
everyone/everybody,1,每個人,Everyone is here.
everything,1,每件事；一切,Everything is fine.
excited,1,感到興奮的,I am excited about the trip.
exciting,1,令人興奮的,The game was exciting.
file,1,檔案；歸檔,Save the file.
finally,1,最後；終於,"Finally, we arrived."
for,1,為了；給,This gift is for you.
have,1,有；擁有（助動詞/動詞）,I have a book.
"he (him, his, himself)",1,他（受格：他；所有格：他的；反身代名詞：他自己）,He hurt himself.
hello,1,哈囉,"Hello, how are you?"
hen,1,母雞,The hen laid an egg.
hide,1,躲藏；隱藏,The cat hides under the bed.
high,1,高的；高地,The wall is high.
hill,1,小山丘,We climbed the hill.
hour,1,小時,I waited for an hour.
"I (me, my, mine, myself)",1,我（受格：我；所有格：我的；反身代名詞：我自己）,I hurt myself.
in,1,在……裡面,The cat is in the box.
interested,1,感興趣的,I am interested in art.
into,1,進入……之內,He went into the room.
"it (its, itself)",1,它（所有格：它的；反身代名詞：它自己）,The cat licked itself.
later,1,稍後,I will call you later.
least,1,最少的,That is the least problem.
left,1,左邊的；左邊,Turn left.
modern,1,現代的,This is a modern building.
Mr./Mister,1,先生,Mr. Brown is here.
Ms.,1,女士,Ms. Lee is our teacher.
must,1,必須,You must study.
near,1,在……附近；靠近的,The school is near.
next,1,下一個的,See you next week.
no/nope,1,不；沒有,"No, thank you."
nobody,1,沒有人,Nobody knows.
not,1,不；沒有,I am not tired.
nothing,1,沒有東西；沒有事情,There is nothing here.
O.K./OK/okay,1,好的；可以,"O.K., I agree."
o’clock,1,……點鐘,It is five o’clock.
of,1,……的,This is the color of the sky.
off,1,離開；關掉,Turn off the light.
on,1,在……上面,The book is on the desk.
online,1,線上的,I shop online.
only,1,只；唯一的,Only one left.
open,1,打開；開著的,Open the window.
or,1,或者,Tea or coffee?
orange,1,橘色的；柳橙,I ate an orange.
order,1,順序；點餐；命令,May I take your order?
pin,1,大頭針；別針；釘住,Use a pin to hold the paper.
player,1,玩家；選手,He is a good player.
pm/p.m.,1,下午,The class starts at 3 p.m.
probably,1,可能；大概,He is probably at home.
push,1,推,Push the door.
really,1,真地；的確,I really like it.
see,1,看見,I can see the moon.
seed,1,種子,Plant the seed.
shall,1,將；會（助動詞）,Shall we go now?
"she (her, hers, herself)",1,她（受格：她；所有格：她的；反身代名詞：她自己）,She made it herself.
side,1,邊；面,Sit by my side.
talk,1,說話；談話,We need to talk.
taxicab/taxi/cab,1,計程車,We took a taxi.
that,1,那個；那,That is my house.
the,1,這；那（定冠詞）,The sun is bright.
"they (them, their, theirs, themselves)",1,他們（受格：他們；所有格：他們的；反身代名詞：他們自己）,They enjoyed themselves.
this,1,這個,This is my book.
to,1,到；向,I go to school.
too,1,也；太過,I like it too.
T-shirt,1,T恤,He wore a blue T-shirt.
understand,1,了解；明白,I understand you.
usually,1,通常,I usually get up early.
warm,1,溫暖的；使暖和,The weather is warm.
"we (us, our, ours, ourselves)",1,我們（受格：我們；所有格：我們的；反身代名詞：我們自己）,We enjoyed ourselves.
yes/yeah,1,是的,"Yes, I agree."
"you (your, yours, yourself, yourselves)",1,你（所有格：你的；反身代名詞：你自己）,You should be proud of yourself.
young,1,年輕的,She is young.
