word,level,meaning,sentence
fix,2,修理；校準,Can you fix my bike?
flag,2,旗子,The flag is red and white.
flat,2,平坦的,The land is flat here.
flight,2,班機；飛行,Our flight was delayed.
flow,2,漲潮；流動,The river flows to the sea.
flu,2,流行性感冒,He is sick with the flu.
focus,2,焦點；集中,Please focus on your work.
fog,2,霧氣；以霧籠罩,The fog made driving difficult.
folk,2,某一民族或社會階層中的)廣大成員,I like folk music.
following,2,接著的,The following day was sunny.
foolish,2,愚蠢的,It was a foolish mistake.
football,2,美式足球,They watched a football game.
force,2,強迫；力量,Do not force him to go.
forest,2,森林,The forest is full of trees.
forgive,2,原諒,Please forgive me.
form,2,形狀；構成,Water can take the form of ice.
formal,2,正式的,He wore formal clothes.
former,2,先前的；從前的,The former president visited us.
forth,2,向前,He went forth with courage.
forward,2,向前；今後,Move forward slowly.
forward/forwards,2,向前；今後,She stepped forwards.
found,2,創立,They founded the school in 1950.
fox,2,狐狸,A fox ran into the woods.
freedom,2,自由；獨立自主,Freedom is precious.
friendship,2,友誼,Our friendship is strong.
fries,2,薯條,He ordered a burger and fries.
fry,2,油炸,Fry the eggs in oil.
function,2,功能；運行,The function of the heart is to pump blood.
furniture,2,傢俱,We bought new furniture.
further,2,進一步的,We need further discussion.
gain,2,獲得；獲利,She gained valuable experience.
garbage,2,垃圾；廢物,Please take out the garbage.
gardener,2,園丁；花匠,The gardener watered the plants.
garlic,2,大蒜,Add some garlic to the soup.
gather,2,收集；聚集,The family gathered for dinner.
general,2,一般的；普遍的,This is a general rule.
generous,2,慷慨的,He is generous with his money.
gentle,2,有教養的,Be gentle with the baby.
gentleman,2,紳士,He acted like a gentleman.
giraffe,2,長頸鹿,The giraffe has a long neck.
glue,2,膠水；黏牢,Use glue to fix the paper.
goal,2,目標,My goal is to learn English.
goat,2,山羊,The goat ate the grass.
gold,2,黃金(色),The ring is made of gold.
golden,2,金色的；貴重的,The sky turned golden.
goose,2,鵝；傻瓜,A goose flew over the lake.
govern,2,統治；治理,The king governed the country.
government,2,政府；政體,The government built a new road.
gradual,2,逐步的；平緩的,There was a gradual change.
grain,2,穀粒；穀物,Rice is an important grain.
gram,2,重量單位)克,Add ten grams of sugar.
grand,2,雄偉的；重大的,The palace is grand.
grape,2,葡萄,She ate a bunch of grapes.
greet,2,問候,He greeted me with a smile.
growth,2,生長；發育,The plant showed strong growth.
guard,2,保衛；守衛,The guard stood at the gate.
guava,2,芭樂,Guava is a common fruit in Taiwan.
guest,2,客人,We have a guest for dinner.
guide,2,導遊；指南；引導,The guide showed us the city.
gun,2,槍；砲,The police officer carried a gun.
gymnasium/gym,2,體育館,We played basketball in the gym.
haircut,2,理髮,He needs a haircut.
hall,2,大廳；走廊,The meeting was in the main hall.
hamburger/burger,2,漢堡,I ate a hamburger for lunch.
handle,2,柄；把手,Hold the handle carefully.
handsome,2,英俊的,He is a handsome young man.
hardly,2,幾乎不,I hardly know him.
heaven,2,天國；極樂之地,This place feels like heaven.
hero/heroine,2,英雄；女英雄,The pilot was a hero.
highly,2,非常；高度地,She is highly respected.
highway,2,公路,We drove on the highway.
hike,2,健行,We went for a hike in the mountains.
hip,2,臀部,She hurt her hip.
hippopotamus/hippo,2,河馬,The hippo stayed in the water.
historical,2,歷史的’,We visited a historical site.
hole,2,孔；漏洞,There is a hole in my sock.
hop,2,跳過；跳躍,The rabbit hopped across the grass.
host/hostess,2,主人,The host welcomed the guests.
huge,2,龐大的,They live in a huge house.
human,2,人類的,Human kindness is powerful.
humble,2,謙恭的,He is humble about his success.
hunt,2,追捕；打獵,They hunt deer in winter.
hunter,2,獵人,The hunter walked through the forest.
hurry,2,急忙,Hurry up or we will be late.
ideal,2,理想(的),This is an ideal place to rest.
identity,2,身分；同一性,He hid his identity.
ignore,2,不顧；忽視,Do not ignore the warning.
ill,2,生病的,She is ill and cannot come.
image,2,影像；形像,The image was clear.
imagine,2,想像,Imagine a world without war.
importance,2,重要性,Do not forget the importance of sleep.
impressive,2,令人印象深刻的,Her speech was impressive.
improve(ment),2,改善,Your English is improving.
include,2,包括,The price includes breakfast.
income,2,收入,His income is enough for the family.
increase,2,增加,Prices continue to increase.
indeed,2,的確,It was indeed a good movie.
independence,2,獨立,The country gained independence.
independent,2,獨立的,She is an independent woman.
indicate,2,指示；象徵,The sign indicates danger.
individual,2,個別的；個人,Each individual has a role.
industry,2,工業,The car industry is important.
influence,2,影響力；作用,Teachers have great influence.
ink,2,墨水；塗墨水於…,The pen ran out of ink.
insist,2,堅持,She insists on paying.
instance,2,例子,"For instance, I like tea."
instant,2,立刻的,The reply was instant.
instead,2,反而,I drank tea instead of coffee.
instruction,2,教導；指示,Read the instructions first.
instrument,2,儀器；樂器,The violin is a musical instrument.
internal,2,內部的,The internal problem is serious.
international,2,國際的,This is an international event.
Internet/internet,2,網際網路,I found the answer on the Internet.
introduce,2,介紹；提出,Let me introduce my friend.
introduction,2,介紹；引言,The book has a short introduction.
iron,2,鐵；熨斗,The gate is made of iron.
jam,2,果醬；堵塞,She spread jam on the bread.
jog,2,輕搖；慢跑,I jog in the park every morning.
joint,2,共同的；關節,They made a joint decision.
journal,2,雜誌；期刊,He writes for a medical journal.
judge,2,法官,The judge listened carefully.
judgment/judgement,2,判斷；判斷力,Trust your own judgment.
justice,2,公平；正義,We all want justice.
keeper,2,看守者；保管人,The zookeeper fed the animals.
ketchup,2,調味蕃茄醬,He put ketchup on his fries.
kilogram,2,公斤,He bought a kilogram of rice.
lack,2,缺少,The plant died from lack of water.
lady,2,女士,The lady smiled at me.
ladybug,2,瓢蟲,A ladybug landed on her hand.
lamb,2,小羊,The lamb stayed near its mother.
lane,2,小路；巷弄,They live on a quiet lane.
lantern,2,燈籠；街燈,The lantern glowed in the dark.
lap,2,膝部,The cat sat on her lap.
latest,2,最近；最遲,This is the latest news.
latter,2,後面的；後半的,The latter part was better.
law,2,法律,Everyone must obey the law.
lay,2,放；安排；下蛋,Lay the book on the table.
leadership,2,指揮；統率力,Good leadership is important.
leaf,2,葉子；一張或一頁,A leaf fell from the tree.
legal,2,法律上的；合法的,It is legal to park here.
lend,2,把…借給,Can you lend me a pen?
length,2,長度；期間,What is the length of the room?
lens,2,鏡片；眼球的水晶體,The camera lens is dirty.
liberal,2,心胸寬闊的,He has liberal views.
lid,2,蓋子；眼瞼,Put the lid on the pot.
lift,2,舉起,Can you lift this box?
likely,2,很可能的,It is likely to rain.
limit,2,限制,There is a speed limit.
link,2,連結；環結,This link connects the two pages.
liquid,2,液體,Water is a liquid.
listener,2,聽眾,She is a good listener.
liver,2,肝臟；居住者,The liver is an important organ.
load,2,裝載；負擔,They loaded the truck with boxes.
local,2,地方性的,We shop at the local market.
lone,2,孤獨的；單獨的,A lone tree stood on the hill.
loss,2,喪失；遺失,The loss of his dog made him sad.
lower,2,較低的；降下,Please lower your voice.
luck,2,運氣,Good luck on your exam!
magazine,2,雜誌；期刊,She reads a fashion magazine.
maintain,2,保持,Maintain a healthy lifestyle.
major,2,主要的；主修,This is a major problem.
male,2,男性的；雄的,A male nurse helped him.
manage(ment),2,管理,She manages the team well.
manager,2,經理；管理人,The manager approved my leave.
mango,2,芒果,Mango is sweet and juicy.
manner,2,方法；態度,He spoke in a polite manner.
marriage,2,結婚,Their marriage is happy.
marry,2,娶；嫁,They plan to marry in June.
mask,2,面具,He wore a mask at the party.
mass,2,大量,A mass of people gathered.
master,2,主人；雇主,The dog obeyed its master.
mat,2,墊；草簾,Wipe your shoes on the mat.
match,2,比賽；競賽,We watched a soccer match.
mate,2,同伴,He is my best mate.
material,2,材料,This material is soft.
mature,2,成熟的,She is mature for her age.
meaning,2,意義；重要性,What is the meaning of this word?
means,2,手段；方法,The bus is a cheap means of travel.
measure(ment),2,測量,Measure the table carefully.
medical,2,醫學的,She needs medical help.
melody,2,旋律,The melody is beautiful.
membership,2,會員(資格),My gym membership expires soon.
memory,2,記憶；記憶力,She has a good memory.
mention,2,提及,He mentioned your name.
message,2,消息,I left a message for you.
metal,2,金屬,The box is made of metal.
meter,2,測量儀表；公尺,The room is five meters long.
method,2,方法,This method works well.
midnight,2,午夜,The party ended at midnight.
mile,2,英里,The beach is one mile away.
military,2,軍事的；軍隊,He has a military background.
minor,2,較小的；次要的,It was a minor mistake.
minority,2,少數,Only a minority disagreed.
mirror,2,鏡子；反映,She looked in the mirror.
mix,2,混和,Mix the eggs and milk.
mixture,2,混合物,The mixture smells good.
model,2,模型；模範,He built a model plane.
mood,2,情緒,She is in a good mood.
mop,2,拖把,Use the mop to clean the floor.
motion,2,運動；動機,The motion of the boat made me sick.
motorcycle,2,機車,He rides a motorcycle to work.
mug,2,馬克杯,He drank coffee from a mug.
musical,2,音樂的,She has musical talent.
musician,2,音樂家,The musician played the piano.
nail,2,釘子；指甲,He hit the nail with a hammer.
narrow,2,狹窄的；限制,The street is very narrow.
nation,2,國家；民族,The whole nation celebrated.
natural,2,自然的,This is a natural lake.
naughty,2,頑皮的,The naughty boy hid the toy.
nearby,2,附近的,There is a nearby hospital.
nearly,2,幾乎,We are nearly there.
necessary,2,必需的,Sleep is necessary for health.
necklace,2,項鍊,She wore a gold necklace.
needle,2,針,Thread the needle carefully.
negative,2,否定的,He gave a negative answer.
neighbor,2,鄰居,My neighbor is very friendly.
neither,2,兩者都不,Neither answer is correct.
nephew,2,姪兒；外甥,My nephew is five years old.
nerve,2,神經,The nerve was damaged.
nervous,2,緊張的,She felt nervous before the test.
network,2,網路；人際網絡,The network is very slow.
niece,2,姪女；外甥女,My niece loves to draw.
nod,2,點頭；打瞌睡,He nodded in agreement.
none,2,一點兒也沒,None of the answers were right.
noodle,2,麵條,I ate noodles for lunch.
nor,2,也不,"He is not tall, nor is he strong."
northern,2,北方的,They live in the northern part.
notebook,2,筆記本,She wrote in her notebook.
novel,2,新奇的,That is a novel idea.
nut,2,堅果；瘋子,He ate a handful of nuts.
obey,2,服從；聽從,Dogs obey their owners.
object,2,物體；目標,What is that strange object?
obvious,2,明顯的,It is obvious that he is tired.
occur,2,發生,The accident occurred at noon.
ocean,2,海洋,The ocean is deep and blue.
offer,2,提議；提供,They offered me a job.
official,2,官方的；官員,This is an official document.
operate,2,操作；運轉,He knows how to operate the machine.
operator,2,操作員；接線生,The operator answered the call.
opinion,2,意見；看法,What is your opinion?
ordinary,2,普通的；平常的,It was an ordinary day.
organ,2,器官；風琴,The heart is an organ.
organization,2,組織；團體,She works for a charity organization.
origin,2,起源；由來,The origin of the word is Latin.
owner,2,持有者,The owner of the car is away.
pain,2,疼痛,He felt pain in his back.
painful,2,痛苦的,The injury was very painful.
painting,2,圖畫,The painting hangs on the wall.
pajamas,2,睡衣褲,He wore blue pajamas.
pale,2,臉色蒼白的,You look pale. Are you sick?
pan,2,平底鍋,Heat the oil in a pan.
panda,2,熊貓,The panda eats bamboo.
papaya,2,木瓜,Papaya is a sweet fruit.
pardon,2,原諒,Pardon me for interrupting.
participate,2,參與,Everyone can participate in the game.
particular,2,獨特的,She has a particular way of speaking.
partner,2,伙伴,He is my business partner.
password,2,密碼,Do not share your password.
paste,2,麵團,Mix the flour into a paste.
path,2,小徑,We walked along a narrow path.
patient,2,有耐心的,The doctor is patient with children.
pattern,2,樣式,The cloth has a flower pattern.
peace,2,和平,Everyone hopes for peace.
peaceful,2,和平的,The village is peaceful.
peach,2,桃子,She ate a juicy peach.
peak,2,山頂,We reached the peak at noon.
pear,2,梨,The pear is sweet.
per,2,每,The speed is 60 miles per hour.
perfect,2,完美的,The weather is perfect today.
period,2,一段時問,He lived there for a short period.
personal,2,個人的,This is my personal opinion.
personality,2,個性,She has a warm personality.
phrase,2,片語；用語言表示,Learn this useful phrase.
pillow,2,枕頭,The pillow is soft.
pizza,2,比薩,We ordered a large pizza.
plain,2,簡單的,The dress is plain but pretty.
platform,2,月臺,The train left from platform two.
playground,2,操場,Children played on the playground.
pleasant,2,令人愉快的,We had a pleasant evening.
plus,2,加,Two plus three is five.
poem,2,詩,He wrote a short poem.
poet,2,詩人,The poet read his work aloud.
poetry,2,詩,She enjoys reading poetry.
poison,2,毒藥,The bottle contains poison.
policeman/cop,2,警察,The policeman helped the lost child.
policy,2,政策,The school has a new policy.
pop,2,砰然(聲),The balloon went pop.
population,2,人口,The population is growing.
pork,2,豬肉,We had pork for dinner.
port,2,港,The ship arrived at the port.
pose,2,姿勢,She held a graceful pose.
position,2,位置,Please put it in the right position.
positive,2,確信的；積極的,She has a positive attitude.
possibility,2,可能性,There is a possibility of rain.
post,2,位置；郵局,I will post the letter today.
postcard,2,明信片,She sent me a postcard.
pound,2,磅,He bought a pound of sugar.
powerful,2,強健的,The car has a powerful engine.
praise,2,讚美；稱讚,The teacher praised her work.
pray,2,祈禱,They pray before dinner.
prayer,2,祈禱,She said a quiet prayer.
prefer,2,寧願選擇,I prefer tea to coffee.
president,2,總統；校長,The president gave a speech.
press,2,報刊,The press reported the story.
pressure,2,壓；按,He felt pressure at work.
pride,2,自豪,She felt pride in her son.
priest,2,神父；牧師,The priest led the service.
primary,2,主要的,Our primary goal is safety.
prince/princess,2,王子,The prince rode a white horse.
principal,2,主要的,The principal spoke to the students.
principle,2,原則,Honesty is an important principle.
print,2,印刷；字體,Please print your name clearly.
printer,2,印刷業從業人員,The printer is out of paper.
prison,2,監獄,He spent two years in prison.
prisoner,2,囚犯,The prisoner escaped last night.
private,2,個人的,This is a private conversation.
prize,2,獎品；珍視,She won first prize.
produce,2,生產,The factory produces shoes.
production,2,生產；產量；產品,Production increased last month.
progress,2,前進,You are making good progress.
project,2,項目,We finished the project on time.
promise,2,諾言；許諾,He kept his promise.
proper,2,適合的,Wear proper clothes for the interview.
propose,2,提議,I propose a short break.
protect,2,保護,We must protect the animals.
protective,2,保護的,She is protective of her children.
prove,2,證明,Can you prove your story?
provide,2,提供,The hotel provides free breakfast.
pudding,2,布丁,We had chocolate pudding.
pumpkin,2,南瓜,We made pumpkin soup.
punish(ment),2,處罰,The teacher punished the noisy students.
pupil,2,小學生,The pupil raised his hand.
puppy,2,小狗,The puppy is playful.
purple,2,紫色的,She wore a purple dress.
purpose,2,意圖,What is the purpose of this meeting?
puzzle,2,難題；困惑,The puzzle was hard to solve.
quality,2,質量,This product is of high quality.
quantity,2,數量,We need a large quantity of paper.
quiz,2,問答比賽,We had a short quiz today.
railroad/railway,2,鐵路,The railroad runs along the coast.
raincoat,2,雨衣,Put on your raincoat.
range,2,區域,The price range is wide.
rapid,2,快的,There was rapid growth.
rare,2,珍貴的,This bird is very rare.
rat,2,鼠,A rat ran across the floor.
rather,2,與其不如,I would rather stay home.
reality,2,真實性,The reality was different from the dream.
realize,2,了解,I realize my mistake now.
receive,2,收到,I received your letter.
recent,2,最近的,Recent news is good.
record,2,記錄,Keep a record of your spending.
recover,2,恢復,He is recovering from the flu.
refrigerator/fridge,2,冰箱,Put the milk in the refrigerator.
refuse,2,拒絕,She refused to answer.
regard,2,注目；注意,I regard him as a friend.
region,2,地區,This region is known for tea.
regular,2,整齊的；規律的,He has a regular routine.
reject,2,拒絕；否認,They rejected my offer.
relate,2,敘述,The story relates to his childhood.
relation,2,關係,They have a close relation.
relationship,2,親戚)關係,They have a good relationship.
religion,2,宗教,Religion is important to many people.
remove,2,除去,Please remove your shoes.
rent,2,地租；承租,We rent a small apartment.
repair,2,修理,He repaired the broken chair.
reply,2,答覆,She did not reply to my email.
require(ment),2,需求,This job requires patience.
respect,2,尊敬,We should respect our elders.
respond,2,回答,He responded quickly.
responsible,2,負責的,She is responsible for the project.
restroom,2,廁所,Where is the restroom?
result,2,結果；起因於…”,The result was surprising.
return,2,回復；歸還,Please return the book tomorrow.
review,2,再檢查；複習,I need to review my notes.
riches,2,財富,He cared more about love than riches.
rocky,2,多岩石的,The path is rocky and steep.
role,2,角色,She played an important role.
roof,2,屋頂,The roof is leaking.
rooster,2,公雞,The rooster crowed early.
royal,2,王室的,The royal family visited the city.
rub,2,摩擦,He rubbed his eyes.
rubber,2,橡膠,The tires are made of rubber.
rude,2,不禮貌的,It is rude to interrupt.
runner,2,奔跑的人,The runner won the race.
safety,2,安全性,Safety comes first.
sail,2,船；坐船旅行,We sail every summer.
sailor,2,水手,The sailor tied the rope.
salesperson/salesman/saleswoman,2,銷售員,The salesperson helped us choose.
salty,2,鹹的,The soup is too salty.
sample,2,樣品,They gave us a free sample.
sand,2,沙,The children played in the sand.
sandwich,2,三明治,I made a ham sandwich.
satisfy,2,滿意,The result satisfied everyone.
saw,2,鋸,He cut the wood with a saw.
scare,2,恐嚇,The loud noise scared me.
scared,2,害怕的,She was scared of the dark.
scene,2,場景,The scene was beautiful.
schedule,2,時間表,Check the train schedule.
scooter,2,機車；滑板車,He rides a scooter to school.
score,2,刻痕；作訊號,He scored two goals.
screen,2,屏幕,The screen is too bright.
seafood,2,海鮮,This restaurant serves fresh seafood.
search,2,搜尋,We searched for the lost keys.
secondary,2,次要的,This is a secondary issue.
secret,2,祕密的,Keep this a secret.
section,2,地域,This section of the book is interesting.
seek,2,尋覓,They seek a better life.
seem,2,似乎,You seem tired.
seesaw,2,翹翹板,The children played on the seesaw.
seldom,2,很少；不常,He seldom eats meat.
select,2,挑選,Please select one answer.
selection,2,選擇,The store has a wide selection.
self,2,本身,You must believe in yourself.
selfish,2,自私的,Do not be so selfish.
sense,2,感官；覺得,I sense that something is wrong.
sensitive,2,敏感的,She is sensitive to criticism.
separate,2,分開的,They sleep in separate rooms.
servant,2,僕人,The servant opened the door.
serve,2,侍候,They serve breakfast at seven.
settle(ment),2,決定,They settled the dispute.
sex,2,性(別),Please state your sex.
shame,2,恥辱,It is a shame that you cannot come.
shark,2,鯊魚,A shark swam near the boat.
sheet,2,床單；一張（紙）,Give me a sheet of paper.
shelf,2,架子,Put the books on the shelf.
shell,2,外觀；外表,The turtle hid in its shell.
shine,2,光亮,The sun shines brightly.
shock,2,震驚,The news was a shock.
shoot,2,發射,Do not shoot the birds.
shopkeeper,2,店主,The shopkeeper greeted us warmly.
shore,2,岸；濱,We walked along the shore.
shot,2,射擊,He took a shot at the target.
shut,2,關上,Please shut the door.
shy,2,羞怯的,The shy girl spoke softly.
sidewalk,2,人行道,Walk on the sidewalk.
silence,2,寂靜,There was complete silence.
silent,2,寂靜的,The room was silent.
silly,2,愚蠢的,That was a silly joke.
silver,2,銀製的；銀,She wore a silver ring.
similar,2,相似的,Our ideas are similar.
simply,2,僅僅；簡單地,I simply cannot believe it.
single,2,單一的,He is still single.
skill,2,技巧,Cooking is a useful skill.
skilled,2,熟練的；有技術的,She is a skilled worker.
skin,2,皮膚；剝…的皮,Protect your skin from the sun.
sleepy,2,想睡的,The warm room made me sleepy.
slide,2,打滑,The car slid on the ice.
slip,2,滑倒,Be careful not to slip.
slipper(s),2,拖鞋,She wore slippers at home.
smooth,2,光滑的,The table is smooth.
snack,2,點心,I had a quick snack.
snail,2,牛,The snail moved slowly.
snowy,2,多雪的,It was a snowy morning.
soap,2,肥皂,Wash your hands with soap.
soccer,2,足球,They play soccer after school.
social,2,社會的,Social media is popular.
society,2,社會,Society is changing fast.
sock(s),2,短襪,He wore white socks.
soda,2,蘇打水,She drank a glass of soda.
soft,2,柔軟的,The pillow is very soft.
soil,2,土壤；弄髒,The soil is good for farming.
solution,2,解決方法,We found a good solution.
solve,2,解答,Can you solve this problem?
somewhat,2,有點,I am somewhat tired.
sort,2,種類；把·分類,What sort of music do you like?
soul,2,靈魂,He has a kind soul.
sour,2,酸的,The lemon is sour.
source,2,來源,The sun is a source of energy.
southern,2,南方的,They live in the southern area.
soybean,2,大豆,Soybeans are used to make tofu.
speaker,2,演講者,The speaker gave a short talk.
speech,2,演講,He gave a speech at school.
speed,2,速度；急行,The car increased its speed.
spelling,2,拼寫能力,Check your spelling.
spider,2,蜘蛛,A spider made a web.
spirit,2,精神；心靈,She has a strong spirit.
spoon,2,匙；用匙舀,Use a spoon to eat soup.
sport,2,運動,My favorite sport is tennis.
spot,2,地點；斑點；發現,This is a quiet spot.
spread,2,擴展,The news spread quickly.
stage,2,舞臺；上演,She stood on the stage.
stamp,2,郵票；跺腳,He put a stamp on the letter.
standard,2,標準,This is the standard size.
state(ment),2,狀態,Please state your name.
steak,2,牛排,We had steak for dinner.
steel,2,鋼鐵,The bridge is made of steel.
step,2,腳步；走,Take one step forward.
stick,2,刺入,The needle stuck in the cloth.
stomachache,2,胃痛,He has a stomachache.
stone,2,石頭,He threw a stone into the river.
storm,2,暴風雨；猛烈攻擊,The storm damaged the roof.
stranger,2,陌生人,Do not talk to strangers.
strawberry,2,草莓,She likes strawberry ice cream.
stream,2,小河,A small stream runs through the woods.
stress,2,壓力,He is under a lot of stress.
stretch,2,伸展,Stretch your arms and legs.
strict,2,嚴格的,My father is strict.
strike,2,罷工；猛然攻擊,The workers went on strike.
struggle,2,掙扎；努力,They struggle to make ends meet.
style,2,風格,I like her writing style.
subway/underground/metro,2,地鐵,We took the subway downtown.
succeed,2,達成,She succeeded in passing the exam.
success,2,成功,Hard work leads to success.
such,2,如此的,I have never seen such a big fish.
sudden,2,突然的,There was a sudden change.
suggest,2,建議,I suggest we leave early.
suit,2,一套衣服,He wore a dark suit.
suitable,2,合適的,This movie is suitable for children.
super,2,極好的,The party was super fun.
supper,2,晚餐,We had supper at six.
supply,2,供應,The store supplies fresh food.
support,2,支持,My family supports my decision.
suppose,2,猜想,I suppose you are right.
surf,2,衝浪；瀏覽（網路）,He likes to surf the Internet.
surface,2,表面,The surface is smooth.
survival,2,殘存,Water is essential for survival.
survive,2,悻存,Only one person survived the crash.
swallow,2,燕子,A swallow flew over the field.
sweater,2,毛線衫,Put on a warm sweater.
sweep,2,清掃；打掃,She swept the floor.
swim,2,游泳,I can swim very well.
swimsuit,2,泳裝,She bought a new swimsuit.
swing,2,鞦韆；搖擺,The child played on the swing.
switch,2,開關；轉變,Turn off the light switch.
symbol,2,象徵,The heart is a symbol of love.
system,2,系統,The computer system is down.
tale,2,故事,She told a funny tale.
target,2,靶子；對·瞄準,He hit the target.
task,2,任務,This task is difficult.
tax,2,稅；對…微稅,The government raised the tax.
teapot,2,茶壺,The teapot is on the table.
tear,2,眼淚,A tear ran down her face.
technology,2,工業技術；(一門)科技,Technology changes quickly.
teens,2,十幾歲的青少年時期,She started singing in her teens.
temperature,2,溫度,The temperature is dropping.
term,2,學期；術語；用語,The new term begins in September.
terrorism,2,恐怖主義,The world must fight terrorism.
terrorist,2,恐怖分子的,The terrorist was caught.
text,2,本文,Read the text carefully.
textbook,2,教科書,Open your textbook to page ten.
therefore,2,因此,"It was raining, therefore we stayed home."
thief,2,小偷,The thief stole a wallet.
thirsty,2,口渴的,I am very thirsty.
thought,2,思想,She was lost in thought.
throughout,2,遍及,The festival lasted throughout the week.
thunder,2,雷聲；打雷,The thunder scared the dog.
thus,2,這樣,He studied hard and thus passed.
till,2,直到,Wait till I come back.
tiny,2,非常小的,The baby has tiny hands.
tire,2,輪胎,The tire is flat.
tissue,2,組織,She wiped her nose with a tissue.
title,2,標題,The title is interesting.
toast,2,吐司；烤；烘,I ate toast for breakfast.
tofu,2,豆腐,She cooked tofu with vegetables.
tone,2,音調,His tone was friendly.
tongue,2,舌(頭),She burned her tongue.
toothache,2,牙痛,I have a bad toothache.
toothbrush,2,牙刷,I need a new toothbrush.
tour,2,旅遊,We took a tour of the city.
toward/towards,2,向,He walked toward the door.
track,2,軌道；追蹤,The train left the track.
trade,2,貿易,Trade between the countries grew.
tradition,2,傳統,It is a family tradition.
traditional,2,傳統的,She wore traditional clothes.
trap,2,陷阱；使困住,The mouse was caught in a trap.
trash,2,垃圾；丟棄,Please take out the trash.
travel,2,旅行,I love to travel abroad.
treasure,2,金銀財寶；珍惜,The pirates hid the treasure.
trial,2,審判,The trial lasted three days.
triangle,2,三角形,Draw a triangle on the paper.
trick,2,詭計；欺騙,It was a clever trick.
trust,2,信任,I trust you completely.
truth,2,事實,Tell me the truth.
tube,2,管子,The water flows through a tube.
turtle,2,海)龜,The turtle swam slowly.
typhoon,2,颱風,The typhoon caused heavy rain.
typical,2,典型的,This is a typical example.
ugly,2,醜陋的,The building is ugly.
umbrella,2,雨傘,Take an umbrella with you.
unit,2,單位,A meter is a unit of length.
universe,2,宇宙,The universe is vast.
university,2,大學,She studies at a university.
unless,2,除非,We will go unless it rains.
upload,2,上傳,I will upload the photos.
upon,2,在……之上,"Once upon a time, there was a king."
upper,2,較高的,Her office is on the upper floor.
upset,2,心煩的；使生氣,The news upset her.
upstairs,2,在樓上,He is upstairs in his room.
used,2,舊的,I bought a used car.
user,2,使用者,The user must agree to the rules.
usual,2,通常的,I took my usual route.
vacation,2,假期,We went to Japan on vacation.
valley,2,山谷,The valley is green and quiet.
valuable,2,珍貴的,This is a valuable painting.
value,2,價值；估價,The value of the house rose.
victory,2,勝利,The team celebrated its victory.
view,2,景色；看,The view from the hill is beautiful.
village,2,村莊,He grew up in a small village.
vote,2,投票,Please vote in the election.
waist,2,腰,He hurt his waist.
waiter/waitress,2,侍者,The waiter brought the menu.
wallet,2,皮夾子,He lost his wallet.
war,2,戰爭,The war ended in 1945.
wash,2,洗滌,Wash your hands before eating.
waste,2,浪費,Do not waste water.
watermelon,2,西瓜,Watermelon is a summer fruit.
wealth,2,財富,He gained great wealth.
wedding,2,婚禮,Their wedding was in June.
weekday,2,工作日,The store is open on weekdays.
weigh,2,稱…的重量,Please weigh the apples.
weight,2,重量,What is your weight?
western,2,西方世界,Western food is popular here.
whale,2,鯨,The whale is a huge animal.
whatever,2,任何的；無論什麼,Do whatever you like.
wheel,2,輪子；旋轉,The wheel is broken.
whenever,2,無論什麼時候；每當,Call me whenever you need help.
wherever,2,無論到哪裡,He follows her wherever she goes.
whisper,2,低語,She spoke in a whisper.
whoever,2,無論是誰,Whoever comes first wins.
whole,2,全部的,He ate the whole cake.
whom,2,誰,To whom should I give this?
width,2,寬度,What is the width of the table?
wild,2,野生的,Wild animals live in the forest.
willing,2,願意的,She is willing to help.
windy,2,多風的,It is windy today.
wine,2,葡萄酒,They drank red wine.
wing,2,翅膀；飛行,The bird hurt its wing.
wire,2,金屬線,The wire is made of copper.
within,2,在…之內,Please reply within three days.
wolf,2,狼,A wolf howled in the night.
wonder,2,想要知道,I wonder why he left.
wood(s),2,樹林,We walked through the woods.
wooden,2,木製的,The chair is wooden.
wool,2,羊毛,This sweater is made of wool.
workbook,2,作業簿；練習本,Open your workbook to page five.
worm,2,蟲,The bird caught a worm.
worse,2,更壞的,The weather is worse today.
worst,2,最差的；最差地,That was the worst movie.
worth,2,價值,This book is worth reading.
wound,2,傷口；使受傷,The wound healed slowly.
yam,2,山藥；番薯,She cooked yam soup.
youth,2,青春,He enjoyed his youth.
zebra,2,斑馬,The zebra has black and white stripes.
aboard,3,在(船、飛機、車)上,All passengers are now aboard the ship.
acceptable,3,可以接受的,Your explanation is acceptable to everyone.
accurate,3,準確的,The clock is very accurate.
ache,3,疼痛,My legs ache after the long walk.
achieve(ment),3,完成；達到,She worked hard to achieve her goal.
additional,3,附加的,We need additional chairs for the guests.
admire,3,欽佩；欣賞,I admire her courage and honesty.
advanced,3,先進的；高等的,This is a very advanced computer system.
advantage,3,有利條件；優勢,Speaking two languages is a great advantage.
adventure,3,冒險,They went on an exciting adventure in the mountains.
advertise(ment)/ad,3,為…做廣告,The company will advertise its new product on TV.
advise,3,勸告；忠告；通知,I advise you to see a doctor.
adviser/advisor,3,顧問,She works as a financial adviser.
afford,3,類得起；承擔得起,We cannot afford a new car this year.
afterward/afterwards,3,以後,We had dinner and went for a walk afterward.
agriculture,3,農業,Agriculture is important to the local economy.
airline,3,航線；航空公司,The airline lost my luggage.
alley,3,小巷子；小徑,The cat ran into a narrow alley.
almond,3,杏仁,She added almonds to the salad.
