word,level,meaning,sentence
cure,2,治療；治癒,
curfew,6,宵禁,
curiosity,4,好奇心,
curious,2,好奇的,
currency,5,貨幣；流通,
current,2,目前的；潮流,
curriculum,5,課程,
curry,6,咖哩食品,
curtain,2,簾；給…裝上簾子,
curve,4,曲線；使彎曲,
cushion,4,墊子,
custody,5,監管,
custom,2,海關；習慣,
customary,6,習慣上的,
customer,2,顧客,
cut,1,切,
cute,1,可愛的,
cycle,2,週期；循環,
daily,2,每日的,
dairy,3,乳品店,
dam,3,水壩；築壩於…,
damage,2,損害；毀壞,
damp,4,潮溼的,
dance,1,舞蹈,
dancer,2,舞者,
danger,2,危險,
dangerous,1,危險的,
dare,3,敢於…；膽敢,
dark,1,黑暗的,
darling,3,親愛的,
dash,3,猛衝,
data,2,資料,
date,1,棗；棗椰樹,
daughter,1,女兒,
dawn,3,黎明；破曉,
day,1,白天,
dazzle,6,使目眩,
dead,1,死去的；無效的,
deadline,4,截止期限,
deaf,2,聾的,
deafen,6,使聽不見,
deal,1,交易；處理,
dear,1,親愛的,
debate,2,爭論,
debt,2,債,
debut,5,初次登臺,
deceive,5,欺騙,
decent,5,得體的,
decide,1,決定,
decision,2,決定,
decisive,6,果斷的,
deck,3,甲板,
declaration,5,宣布；聲明,
declare,4,宣告；聲明,
decline,5,下降,
decorate,3,裝飾,
decoration,4,裝飾；裝溝,
decrease,3,減少,
dedicate,5,奉獻,
deed,3,行為；功績,
deem,6,視為,
deep,1,深的,
deepen,3,加深,
deer,2,鹿,
defeat,4,失敗；擊敗,
defect,6,缺點,
defend,4,防守；防衛,
defense,4,防衛,
defensive,4,防護的；保衛的,
deficit,5,赤字,
define,1,解釋；給…下定義,
definite,4,明確的；肯定的,
defy,5,違抗,
degree,2,度數；學位；等級,
delay,2,拖延,
delegate,5,派…為代表,
delegation,5,委任,
delicate,4,纖弱的；雅緻的,
delicious,2,美味可口的,
delight,4,喻快,
delightful,4,令人愉快的,
deliver,2,遞送,
delivery,2,投遞；交貨,
demand,4,請求；要求,
democracy,3,民主,
democrat,5,民主主義者,
democratic,3,民主的,
demonstrate,4,證明；展示；遊行,
demonstration,4,驗證；示威運動,
denial,5,否認,
dense,4,密集的；稠密的,
dental,6,牙齒的；齒音(的),
dentist,2,牙科醫師,
deny,2,否定；否認,
depart,4,分離；啟程,
department,2,部門；系,
departure,4,分離；啟程,
depend,2,依賴,
dependent,4,依賴性強的,
depict,5,描繪,
deplete,6,使枯竭,
deploy,5,布署,
deposit,3,存款；押金；放置,
depress,5,使沮喪,
depression,4,沮喪,
deprive,6,剝奪,
depth,2,深度,
descent,6,下降,
describe,2,描述,
description,2,描寫；說明?,
desert,2,沙漠,
deserve,4,應得,
design,2,設計,
designer,3,設計師,
desire,3,慾望,
desk,1,書桌,
desperate,4,絕望的,
despise,6,藐視,
despite,4,儘管,
dessert,3,甜點；餐後點心,
destination,5,目的地,
destroy,3,摧毀,
destruction,4,破壞,
destructive,5,毀滅性的,
detach,6,分開,
detail,2,細節,
detain,6,拘留；耽擱,
deter,6,制止,
detergent,6,洗潔劑,
determination,4,決心,
determine,3,決定；堅決,
develop(ment),2,發展,
device,4,裝置,
devil,3,魔鬼,
devise,4,策劃,
devote,4,將…奉獻給,
devotion,5,奉獻,
diabetes,6,糖尿病,
diagnose,5,診斷,
diagnosis,5,診斷(法),
diagram,4,圖表(解),
dial,2,撥號；刻度盤,
dialect,5,方言,
dialogue,2,對話,
diamond,2,鑽石,
diaper,5,菱形花紋(布)；尿布,
diary,2,日記,
dictate,6,使聽寫；命令,
dictation,6,聽寫；命令,
dictator,6,獨裁者,
dictionary,1,字典,
die,1,死亡,
diet,2,飲食；特種飲食,
differ,4,不同於…,
difference,2,差異,
different,1,不同的,
differentiate,6,區分,
difficult,1,困難的,
difficulty,2,困難,
dig,1,挖；掘,
digest,4,消化,
digestion,5,消化作用,
digital,4,數字式的,
dignity,4,尊嚴,
dilemma,5,困境,
diligence,4,勤勉,
diligent,4,勤奮的,
dim,3,朦朧的,
dime,3,一角硬幣,
dimension,5,尺寸；範圍,
diminish,5,減少,
dine,3,用餐,
dinner,1,晚餐,
dinosaur,3,恐龍,
dip,3,浸；泡,
diploma,4,學位證書,
diplomacy,6,外交,
diplomat,4,外交官,
direct,2,直接的；指向,
direction,2,方向,
director,2,主管；導演,
directory,5,工商人名錄,
dirt,3,污物；泥土,
dirty,1,污穢的,
disability,4,無能,
disable,6,使失去能力,
disadvantage,4,不利之條件,
disagree(ment),2,不同意,
disappear,2,消失,
disappoint(ment),4,使失望,
disapprove,5,不贊成,
disaster,4,災難,
disastrous,6,多災多難的,
discard,6,摒棄,
disciple,6,門徒,
disciplinary,6,紀律上的,
discipline,4,紀律,
disclose,5,露出,
disclosure,6,揭露,
discomfort,6,不舒適,
disconnect,5,使分離,
discount,3,折扣,
discourage(ment),4,使洩氣；使沮喪,
discover,2,發現,
discovery,2,發現,
discreet,6,考慮周到的,
discriminate,5,辨別,
discrimination,5,歧視；區別,
discuss,2,討論,
discussion,2,討論,
disease,2,疾病,
disguise,4,偽裝,
disgust,4,嫌惡；使厭惡,
dish,1,碟；菜餚,
dishonest,3,不誠實的,
dismay,6,使驚慌,
dismiss,4,解散,
disorder,4,使混亂；騷亂,
dispensable,6,可有可無的,
display,2,陳列,
disposable,6,可丟棄的,
disposal,6,處理；配置,
dispose,6,處理；配置,
dispute,4,爭論,
disrupt,5,擾亂,
distance,2,距離,
distant,2,遙遠的,
distinct,4,有區別的,
distinction,5,區別,
distinguish,4,識別,
distinguished,4,卓越的,
distract,5,使分心,
distress,6,悲痛,
distribute,4,分配,
distribution,4,分配；配給物,
district,4,區域,
disturb,4,妨礙；打擾,
ditch,3,水道；渠道,
dive,3,跳水；潛水,
diverse,4,各種各樣的,
diversify,6,使多樣化,
diversion,6,轉換,
diversity,4,多樣性,
divide,2,劃分；分歧,
dividend,6,股息,
divine,4,神的；神聖的,
division,2,分開；部門,
divorce,4,離婚,
dizzy,3,頭暈目眩的,
dock,3,碼頭,
doctor/doc,1,醫生；博士,
document,5,文件,
documentary,5,記錄片,
dodge,4,避開,
dog,1,狗,
doll,1,洋娃娃,
dollar,1,美、加等國)元,
dolphin,3,海豚,
domain,5,領域,
domestic,2,家庭的；國內的,
dominant,4,支配的,
dominate,4,支配,
donate,5,捐贈,
donation,5,捐贈；捐贈物,
donkey,3,驢,
donor,5,捐贈者,
doom,6,厄運；注定,
dormitory/dorm,6,學生宿舍,
dose,3,藥物等的)一劑,
dot,2,點；打點於,
double,2,兩倍的；雙重地,
doubt,2,懷疑；疑點,
doubtful,3,令人懷疑的,
dough,5,生麵團,
doughnut,3,甜甜圈,
dove,2,鴿,
down,1,在…下方；下面的,
downstairs,2,樓下,
downtown,3,在城市的商業區；鬧區,
doze,6,打瞌睡,
dozen,1,一打；十二個,
draft,4,草稿,
drag,3,拖曳,
dragon,2,龍,
dragonfly,3,蜻蜓,
drain,3,排水,
drama,2,戲劇,
dramatic,3,戲劇性的,
drastic,6,激烈的,
draught,6,草圖；草擬,
draw,1,畫；拖拉,
drawer,2,抽屜；拖曳者,
drawing,2,素描；製圖,
dread,4,害怕,
dreadful,5,可怕的,
dream,1,夢；做夢,
dress,1,女裝；打扮,
drift,4,漂流；漂浮物,
drill,4,鑽頭；鑽床,
drink,1,飲料；喝,
drive,1,車程；駕駛,
driveway,5,私用車道,
drop,1,一)滴；下降,
drought,5,乾旱,
drown,3,把…淹死；淹沒,
drowsy,4,昏昏欲睡的,
drug,2,藥品；毒品,
drugstore,3,雜貨店,
drum,1,鼓；打鼓,
drunk,3,喝酒醉的,
dry,1,乾燥的；使變乾,
dryer,2,吹風機,
dual,6,由兩部分構成的,
dubious,6,覺得可疑的,
duck,1,鴨子,
due,2,到期的,
dull,2,單調的；遲鈍的,
dumb,3,啞的；愚笨的,
dump,3,傾倒,
durable,4,持久的,
duration,6,持續,
during,1,在…期間,
dust,3,灰塵；打掃,
duty,2,義務；稅,
dwarf,6,侏儒；矮小的,
dye,4,染料；染色,
dynamic,4,動力的；動態的,
dynasty,4,朝代,
each,1,各個,
eager,3,熱切的,
eagle,2,鷹,
ear,1,耳朵；聽力,
early,1,早的,
earn,2,賺取；贏得,
earnest,4,認真的,
earth,1,陸地；地球,
earthquake,2,地震,
ease,2,容易；減輕,
east,1,東方的,
easy,1,容易的,
eat,1,吃；喝,
eccentric,6,古怪的(人),
echo,3,回聲；回響,
eclipse,6,日、月)蝕,
ecology,5,生態學,
economic,4,經濟上的,
economical,4,經濟的；節儉的,
economics,4,經濟學,
economist,4,經濟學者,
economy,4,節約；經濟,
edge,2,邊緣；使鋒利,
edible,6,可食的；食用的,
edit,3,編輯,
edition,2,發行數；版本,
editorial,6,社論,
educate,3,教育；教導,
education,2,教育；教育學,
educational,3,有教育意義的,
effect,2,結果；作用；影響,
effective,2,有效的,
efficiency,4,效率,
efficient,3,有效率的,
effort,2,努力,
egg,1,蛋；卵細胞,
ego,5,自我,
either,1,兩者之中)任一的,
elaborate,5,精巧的；複雜的,
elastic,4,有彈性的,
elbow,3,肘部；扶手,
elder,2,年齡較大的,
elderly,3,年長的,
elect,3,選舉,
election,3,選舉,
electric,2,電的,
electrician,6,電工；電氣技師,
electricity,3,電；電流,
electronic,3,電子的,
electronics,4,電子學,
elegant,4,優雅的,
element,3,元素,
elementary,4,基本的；初級的,
elephant,1,象,
elevate,6,使提高,
elevator,3,電梯；升降機,
eligible,5,有資格的,
eliminate,4,消滅；排除,
eloquent,5,雄辯的,
else,1,其他；另外,
elsewhere,4,在別處,
embarrass(ment),4,使出糢,
embassy,4,大使館,
emerge,4,浮現；顯露,
emergency,3,緊急情況,
emigrant,6,移民,
emission,5,散發,
emotion,2,情感；激動,
emotional,3,感情上的,
emperor,3,統治者；皇帝,
emphasis,4,強調,
emphasize,2,強調,
empire,4,帝國；王權,
employ(ment),2,雇用,
employee,2,雇員,
employer,2,雇主,
empty,2,空的,
enable,3,使能夠,
enclose,4,圍住；把(公文等)封入,
encounter,4,遭遇；衝突,
encourage(ment),2,鼓勵,
encyclopedia,6,百科全書,
end,1,結束,
endanger,4,使瀕臨危機,
endorse(ment),5,贊同,
endowment,6,天資,
endurance,6,耐力,
endure,4,忍受,
enemy,2,敵人,
energetic,3,充滿活力的,
energy,2,活力,
enforce(ment),4,實施,
engine,2,發動機；引擎,
engineer,1,工程師,
engineering,4,工程,
enhance(ment),6,增加,
enjoy(ment),1,享受,
enjoyable,3,有樂趣的,
enlarge(ment),4,擴大,
enlighten(ment),6,敵發,
enormous,4,巨大的,
enough,1,足夠的,
enrich(ment),6,使富裕,
enroll(ment),6,使加入；註冊,
ensure,4,確保,
enter,1,進入；參加,
entertain(ment),4,娛樂,
enthusiasm,4,熱心,
enthusiastic,5,有熱忱的,
entire,2,全部的,
entrance,2,入口；進入,
entry,3,進入,
envelope,1,信封,
envious,5,妒嫉的,
environment,2,環境；圍繞,
environmental,2,環境的,
envy,3,嫉妒；羨慕,
equal,2,相等的,
equality,4,相等；平等；均等,
equip(ment),4,裝備以,
equivalent,5,相同的,
era,4,年代,
erase,3,擦掉；抹去,
eraser,1,擦除器(如橡皮擦),
errand,5,差事；任務,
error,1,錯誤,
escalator,5,電扶梯,
escape,2,逃跑；逃避,
escort,6,護衛(者),
essay,2,散文；論說文,
essence,5,本質；精華,
essential,4,必要的；精華的,
establish(ment),4,建立,
esteem,6,尊敬,
estimate,4,估計；預計,
ethic(s),5,倫理,
ethnic,4,種族的,
evaluate,4,評估,
evaluation,4,估算,
eve,2,前夕,
even,1,甚至；連,
evening,1,晚上,
event,2,事件,
eventual,4,結果的,
ever,1,永遠,
evergreen,6,常青樹(的),
every,1,每個,
evidence,4,證據；物證,
evident,4,明顯的,
evil,2,邪惡的,
evoke,6,喚起,
evolution,5,演化(論),
evolve,5,使逐漸發展,
exact,2,精確的,
exaggerate,4,誇大,
exaggeration,5,誇張,
examination/exam,2,考試,
examine,2,檢查；調查,
examinee,6,應試者,
examiner,6,主考人；審查員,
example,1,例子；樣品,
excel,6,擅長,
excellence,3,傑出；優點,
excellent,1,傑出的；卓越的,
except,1,除了…之外,
exception,4,例外,
exceptional,5,例外的；特殊的,
exchange,3,交換；交易,
excite(ment),2,使興奮,
exclaim,5,驚叫,
excuse,2,藉口；原諒,
executive,5,執行的,
exempt,6,豁免(的)；被免除義務者,
exercise,1,運動；鍛鍊,
exhaust,4,排出；排氣,
exhibit,4,展示,
exhibition,3,展示會,
exile,5,放逐,
exist,2,存在；生存,
existence,2,存在,
exit,2,出口,
exotic,5,異國風情的,
expand,4,展開；擴大,
expansion,4,擴展；膨脹,
expect,1,期望,
expectation,3,期望,
expedition,5,探險(隊),
expensive,1,昂貴的,
experience,1,經驗,
experiment,3,實驗,
experimental,4,實驗性質的,
expert,2,熟練的；專家,
expertise,5,專業知識,
expire,6,期滿,
explain,1,解釋,
explanation,4,解釋,
explicit,5,清楚的,
explode,3,爆炸,
exploration,5,研究,
explore,3,探索,
explosion,4,爆炸；劇變,
explosive,4,爆炸性的,
export,3,出口,
expose,4,使暴露於,
exposure,4,暴露；陳列,
express,2,表達,
expression,2,表情；表示,
extend,4,延伸,
extension,5,伸長；延期,
extensive,5,廣大的,
exterior,5,外部的,
extinct,5,絕種的,
extra,2,額外的,
extract,6,拔出；摘錄,
extracurricular,6,課外的,
extraordinary,5,異常的,
extreme,3,盡頭的；極限,
eye,1,眼睛,
eyesight,6,視力,
fable,6,寓言；虛構的故事,
face,1,面孔；面臨,
facial,4,面部的；表面的,
facility,4,設備；能力,
fact,1,事實,
factor,2,因素；代理人,
factory,1,工廠,
faculty,5,官能；技能,
fade,3,凋謝；枯萎,
fail,1,失敗；不及格,
failure,2,失敗,
faint,3,頭暈的；暈倒,
fair,2,公平的,
fairy,3,仙女,
faith,3,信念；諾言,
faithful,4,忠誠的,
fake,3,假的；偽造,
fall,1,落下,
fame,4,聲譽,
familiar,3,熟悉的,
family,1,家庭；家人,
famous,1,著名的,
fan,1,扇子；煽動,
fancy,3,迷戀,
fantastic,4,想像中的,
fantasy,4,空想；幻想,
far,1,遙遠的,
fare,3,車費；伙食,
farewell,4,告別；告別詞,
farm,1,農莊；農場,
farmer,1,農人；農場經營者,
farther,3,進一步地,
fashion,2,時尚；風氣,
fast,1,快速的,
fasten,4,繫緊；集中注意力,
fat,1,肥胖的,
fatal,4,致命的,
fate,2,命運,
father,1,父親,
fault,2,缺點；錯誤,
favor,2,贊同；偏袒,
favorable,4,贊同的；適合的,
favorite,2,特別喜愛的,
fax,4,傳真；傳真機,
fear,2,害怕,
feather,3,羽毛；鳥類,
feature,2,特徵,
fee,2,酬金；服務費,
feed,1,餵食,
feel,1,摸；感覺,
fellow,2,同伴的；伙伴,
female,2,女的；雌性的,
fence,3,柵欄；防衛,
ferry,4,擺渡；渡輸,
fertile,4,多產的；富饒的,
fertilizer,6,肥料；促進發展者,
festival,1,節日；歡樂,
fever,2,發燒；狂熱,
few,1,少數,
fiction,4,小說；虛構的事,
field,2,原野；欄位,
fierce,4,兇猛的；猛烈的,
fight,1,打鬥；爭吵,
fighter,3,鬥士；戰鬥機,
fill,1,二/n.裝滿,
final,2,最後的,
finance,4,財政,
financial,4,財政的；金融的,
find,1,尋找；得到,
fine,1,美好的；健康的,
finger,1,手指；指出,
finish,1,結束；完成,
fire,1,火；開火,
firm,2,堅決的；使穩固,
first,1,第一的,
fish,1,魚類；釣魚,
fisherman,2,漁民；漁夫,
fist,3,拳頭；支配,
fit,2,適合的,
fix,2,修理；校準,
flag,2,旗子,
flame,3,火焰；燃燒,
flash,3,閃爍；燈光,
flat,2,平坦的,
flatter,4,諂媚；奉承,
flavor,3,味道；調味料,
flee,4,逃走；逃離,
flesh,3,肉體,
flexible,4,有彈性的,
float,3,飄浮；搖擺,
flock,3,群；聚集,
flood,3,洪水；淹沒使氾濫,
floor,1,地板,
flour,3,麵粉,
flow,2,漲潮；流動,
flower,1,花朵；開花,
fluent,4,流暢的,
fly,1,蒼蠅；蟲形魚鉤,
foam,4,泡沬,
focus,2,焦點；集中,
fog,2,霧氣；以霧籠罩,
foggy,3,多霧的,
fold,3,摺疊；交疊,
folk,2,某一民族或社會階層中的)廣大成員,
follow,1,跟隨,
follower,3,追隨者；擁護者,
following,2,接著的,
fond,3,喜歡的；愛好的,
food,1,食物,
fool,1,傻瓜,
foolish,2,愚蠢的,
foot,1,腳；足,
forbid,4,禁止；阻止,
force,2,強迫；力量,
forecast,4,預測；預言,
foreign,1,外國的；陌生的,
foreigner,1,外國人,
forest,2,森林,
forever,3,永遠,
forge,5,打(鐵等),
forget,1,忘記,
forgive,2,原諒,
fork,1,叉子；分岔,
form,2,形狀；構成,
formal,2,正式的,
formation,4,形成；組成,
former,2,先前的；從前的,
formula,4,配方；客套話；準則,
fort,4,堡壘,
forth,2,向前,
fortunate,4,幸運的,
fortune,3,財產；好運,
forward,2,向前；今後,
forward/forwards,2,向前；今後,
found,2,創立,
foundation,4,建立；基金會,
founder,4,創立者；締造者,
fountain,3,噴泉；噴水池,
fox,2,狐狸,
fragment,5,碎片；未完成的部分,
fragrance,6,芬芳,
frame,4,架構,
frank,3,坦白的,
free,1,自由的,
freedom,2,自由；獨立自主,
freeway,6,高速公路,
freeze,3,冰凍,
freezer,3,冰箱,
frequency,4,頻率；頻緊,
frequent,3,頻繁的,
fresh,1,新鮮的,
freshman,4,新鮮人,
friend,1,朋友,
friendly,1,友善的,
friendship,2,友誼,
frighten,3,使害怕,
frog,1,青蛙,
from,1,始於；出自,
front,1,前面(的),
frost,4,霜；凍,
frown,4,皺眉；表示不滿,
fruit,1,水果；成果,
frustrate,4,使挫敗,
fry,2,油炸,
fuel,3,燃料；加燃料,
fulfill(ment),4,實現,
full,1,滿的；完全的,
fun,1,娛樂；玩笑,
function,2,功能；運行,
functional,4,起作用的,
fund,3,資金,
fundamental,4,基礎的,
funeral,4,葬儀,
funny,1,有趣的,
fur,3,毛皮,
furious,4,狂怒的；猛烈的,
furnish,4,裝備,
furniture,2,傢俱,
further,2,進一步的,
furthermore,4,此外,
future,1,未來；前途,
gain,2,獲得；獲利,
galaxy,5,銀河系,
gallery,4,畫廊；美術館,
gallon,3,加侖,
gamble,3,賭博；投機,
game,1,遊戲；競賽,
gang,3,惡少幫；阿飛黨,
gap,3,缺口；峽谷；隔閡,
garage,3,車庫,
garbage,2,垃圾；廢物,
garden,1,花園；從事園藝,
gardener,2,園丁；花匠,
garlic,2,大蒜,
gasoline/gas,3,汽油,
gasp,5,喘息,
gate,1,大門；柵門,
gather,2,收集；聚集,
gauge,6,標準度量,
gaze,4,凝視；注視,
gear,4,齒輪；搭上齒輪,
gender,4,性別,
gene,4,基因；遺傳因子,
general,2,一般的；普遍的,
generate,5,產生；引起,
generation,4,世代；產生,
generator,5,發電機,
generosity,4,慷慨,
generous,2,慷慨的,
genetics,5,遺傳學,
genius,4,天賦；天才,
gentle,2,有教養的,
gentleman,2,紳士,
genuine,4,真誠的,
geographical,6,地理學的,
geography,3,地理學；地形,
geometry,6,幾何學,
germ,4,起源；細菌,
gesture,3,做手勢；手勢,
get,1,獲得；到達,
ghost,1,鬼；幽靈,
giant,1,巨人；巨大的,
gift,1,禮品；天賦,
gifted,4,有天賦的,
gigantic,4,巨人似的；龐大的,
giraffe,2,長頸鹿,
girl,1,少女,
give,1,給；送給,
glad,1,高興的,
glamour,6,魅力,
glance,3,一瞥；掃視,
glare,5,發強烈的光,
glass,1,玻璃；玻璃杯,
glasses,1,眼鏡,
gleam,6,一絲光線,
glide,6,滑行,
glimpse,4,看一眼；瞥見,
glitter,6,閃爍,
global,3,全球的,
globe,4,地球；球狀物,
gloomy,5,黑暗的,
glorious,4,光榮的；輝煌的,
glory,3,光榮；驕傲,
glove(s),1,手套,
glow,3,發光；發熱,
glue,2,膠水；黏牢,
go,1,去；從事,
goal,2,目標,
goalkeeper,6,守門員,
goat,2,山羊,
god/goddess,1,上帝；造物主,
gold,2,黃金(色),
golden,2,金色的；貴重的,
golf,3,高爾夫球,
good,1,好的；利益,
goodbye,1,再見,
goods,4,貨物,
goose,2,鵝；傻瓜,
gorgeous,5,華麗的,
gospel,6,主義,
gossip,3,流言輩語,
govern,2,統治；治理,
government,2,政府；政體,
governor,3,州長；主管,
gown,4,長禮服；長抱,
grab,3,抓取；奪取,
grace,4,優雅,
graceful,4,優美的,
gracious,4,和藹的；雅致的,
grade,1,級別；評分,
gradual,2,逐步的；平緩的,
graduate,3,畢業；大學畢業生,
graduation,4,畢業；畢業典禮,
grain,2,穀粒；穀物,
gram,2,重量單位)克,
grammar,4,文法,
grammatical,4,文法上的,
grand,2,雄偉的；重大的,
grandfather,1,祖父；外祖父,
grandmother,1,祖母；外祖母,
grape,2,葡萄,
grapefruit,6,葡萄柚,
grasp,3,緊握；理解,
grass,1,青草；草地,
grasshopper,3,蝗蟲；蚱蜢,
grateful,4,感謝的,
gratitude,4,感激,
grave,4,重大的；嚴肅的,
gravity,5,重力；萬有引力,
gray,1,灰色的,
grease,6,油脂,
greasy,4,油膩的,
great,1,重大的,
greed,5,貪婪,
greedy,3,貪婪的,
green,1,綠色的,
greenhouse,3,溫室,
greet,2,問候,
greeting(s),4,問候語,
grief,4,悲傷；不幸,
grieve,5,使悲傷,
grill,5,烤,
grim,5,嚴厲的,
grin,3,露齒而笑,
grind,4,磨；碾；壓,
groan,6,呻吟,
grocery,3,食品雜貨店,
ground,1,地面,
group,1,群；團體；聚集,
grow,1,發育；種植,
growth,2,生長；發育,
grumble,6,發怨言,
guarantee,4,保證；擔保品,
guard,2,保衛；守衛,
guardian,4,監護人；管理員,
guess,1,猜測,
guest,2,客人,
guidance,3,引導,
guideline,5,指導方針,
guilt,4,犯罪,
guilty,4,有罪的；內疚的,
guitar,1,吉他,
gulf,4,海灣；深淵,
gum,3,樹脂；口香糖,
gun,2,槍；砲,
guy,1,傢伙；朋友,
gymnasium/gym,2,體育館,
habit,1,習慣,
habitual,4,習慣的,
hail,6,歡迎,
hair,1,毛髮；頭髮,
haircut,2,理髮,
hairdresser,3,美髮師,
half,1,二分之一的,
hall,2,大廳；走廊,
hallway,3,玄關；走廊,
halt,4,停止；暫停,
ham,1,火腿,
hamburger/burger,2,漢堡,
hand,1,手；交給,
handful,3,一把,
handicap,6,障礙；不利條件,
handkerchief,3,手帕；圍巾,
handle,2,柄；把手,
handsome,2,英俊的,
handwriting,4,書寫,
handy,3,手邊的；巫巧的,
hang,1,懸掛；吊死,
hanger,3,衣架；絞刑執行者,
happen,1,發生,
happy,1,快樂的,
harbor,3,海灣；港灣,
hard,1,硬的；艱難的,
harden,6,使變硬；使堅強,
hardly,2,幾乎不,
hardware,4,五金器具；硬體,
harm,3,損害；傷害,
harmful,3,有害的,
harmony,4,協調,
harness,6,馬具,
harsh,4,粗糙的；殘酷的,
harvest,3,收穫,
hasten,4,急忙,
hasty,3,匆忙的,
hat,1,帽子,
hatch,3,孵蛋；策劃,
hate,1,憎恨,
hatred,4,憎恨；敵意,
haul,5,拖,
hawk,4,鷹,
hay,3,乾草,
head,1,頭,
headache,1,頭痛,
headline,3,報紙的)標題,
headquarters,3,總部,
heal,3,治癒,
health,1,健康,
healthy,1,健康的,
heap,3,堆,
hear,1,聽見,
heart,1,心臟；中心,
heat,1,熱度；加熱,
heater,3,暖氣機,
heaven,2,天國；極樂之地,
heavy,1,沉重的,
hedge,6,樹籬,
heel,3,腳後跟,
height,1,高度,
heighten,6,增高,
heir,5,繼承人,
helicopter,4,直昇機,
helmet,3,頭盔；安全帽,
help,1,幫助,
helpful,1,有幫助的,
herd,4,獸群,
here,1,這裡；在這裡,
heroin,6,海洛英,
heterosexual,6,異性戀的,
hierarchy,6,階級組織,
hijack,6,劫取,
hike,2,健行,
hint,3,暗示,
hip,2,臀部,
hire,3,租借；雇用,
historian,3,歷史學家,
historic,3,歷史上著名的,
historical,2,歷史的’,
history,1,歷史,
hit,1,打中；打擊,
hobby,1,嗜好,
hockey,5,曲棍球,
hold,1,抓住；支撐,
hole,2,孔；漏洞,
holiday,1,假日,
holy,3,神聖的,
home,1,住家；家庭,
homeland,4,祖國；家夠卜,
homesick,3,懷鄉病的,
hometown,3,永久居留地,
homework,1,家庭作業,
homosexual,6,同性戀,
honest,1,誠實的,
honesty,3,誠實,
honey,1,蜂蜜,
honeymoon,4,蜜月假期,
honor,3,榮譽；使…增光,
honorable,5,榮譽的,
hook,4,勾子；陷阱,
hop,2,跳過；跳躍,
hope,1,希望,
hopeful,3,充滿希望的,
horizon,4,地平線；眼界,
hormone,5,荷爾蒙,
horrible,3,可怕的,
horror,3,恐怖,
horse,1,馬,
hose,4,長統襪及短襪,
hospitable,6,好客的,
hospital,1,醫院,
host/hostess,2,主人,
hostage,5,人質,
hostel,6,旅舍,
hostile,5,敵人的,
hostility,5,敵意,
hot,1,熱的；熱情的,
hotel,1,旅館；飯店,
house,1,住宅,
household,4,家庭的,
housekeeper,3,女管家,
housewife,1,家庭主婦,
housework,4,家事；家務,
housing,5,住房建築,
how,1,如何；多少,
however,1,然而,
howl,5,號叫,
hug,3,擁抱；抱住,
huge,2,龐大的,
human,2,人類的,
humanity,4,人性；人文學科,
humble,2,謙恭的,
humid,3,潮溼的,
humidity,4,溼氣,
humiliate,6,屈辱,
humor,3,幽默感,
humorous,3,幽默的,
hundred,1,一百,
hunger,3,飢餓,
hungry,1,飢餓的；渴求的,
hunt,2,追捕；打獵,
hunter,2,獵人,
hurricane,4,颶風；暴風雨,
hurry,2,急忙,
hurt,1,受傷,
husband,1,丈夫,
hygiene,6,衛生,
hypocrite,6,偽君子,
hypothesis,5,假設,
ice,1,冰,
iceberg,6,冰山,
idea,1,主意；觀念,
ideal,2,理想(的),
identical,4,同一的,
identification,4,識別；身分證明,
identify,4,鑑定；識別,
identity,2,身分；同一性,
ideology,5,意識形態,
idiom,4,慣用語,
idiot,5,白癡,
idle,4,不做事的,
idol,4,偶像,
if,1,如果,
ignorance,4,無知,
ignorant,4,無知的,
ignore,2,不顧；忽視,
ill,2,生病的,
illuminate,6,照亮,
illustrate,4,圖解；說明?,
illustration,4,圖解；說明?,
image,2,影像；形像,
imaginary,4,想像中的,
imagination,3,想像力；創造力,
imaginative,4,想像的,
imagine,2,想像,
imitate,4,模仿,
imitation,4,偽造,
immediate,3,立刻的,
immense,5,極大的,
immigrant,4,移民,
immigrate,4,遷移,
immigration,4,移居,
imminent,6,逼近的,
immune,5,免除的,
impact,4,衝擊；產生影響,
imperial,6,帝國的,
implement,5,實現,
implicit,6,暗示的,
imply,4,暗示,
import,3,進口,
importance,2,重要性,
important,1,重要的,
imposing,6,氣勢雄偉的,
impress,3,使銘記,
impression,4,印象,
impressive,2,令人印象深刻的,
imprison(ment),6,監禁,
improve(ment),2,改善,
incentive,5,刺激,
inch,1,英吋,
incident,4,事件；插曲,
include,2,包括,
including,4,包含·在內,
income,2,收入,
increase,2,增加,
incredible,4,驚奇的,
incur,6,招致,
indeed,2,的確,
independence,2,獨立,
independent,2,獨立的,
indicate,2,指示；象徵,
indifference,6,不關心,
indifferent,5,對…不感興趣,
indignant,6,憤慨的,
individual,2,個別的；個人,
indoor,3,室內的,
indoors,3,在室內,
indulge,5,使滿足,
industrial,3,工業的,
industrialize,6,使工業化,
industry,2,工業,
inevitable,5,無可避免的,
infant,4,嬰兒,
infer,6,推斷,
inferior,3,低於…的,
infinite,5,無窮的,
inflation,4,通貨膨脹,
inflict,6,予以(打擊等),
influence,2,影響力；作用,
influential,4,有影響的,
inform,3,通知,
information,3,資訊,
informative,4,情報的,
ingredient,4,組成部分,
inhabitant,6,居民,
inherit,5,繼承,
initial,4,最初的,
initiate,5,開始；使入會,
inject,5,注射,
injure,4,傷害,
