word,level,meaning,sentence
bronze,5,青銅；青銅色的,She won a bronze medal in the race.,
bruise,5,瘀傷；使瘀傷,He got a bruise on his arm.,
burial,5,埋葬,The burial took place at noon.,
calcium,5,鈣,Milk is a good source of calcium.,
capability,5,能力,She has the capability to lead the team.,
cathedral,5,大教堂,They visited a famous cathedral in Europe.,
certainty,5,確定；必然的事,There is no certainty that he will come.,
chapel,5,小教堂,They were married in a small chapel.,
characterize,5,描繪……的特色；以……為特徵,Heavy rain characterizes the summer here.,
chord,5,和弦,She played a simple chord on the guitar.,
chore,5,家庭雜務,Washing dishes is a daily chore.,
chubby,5,圓胖的,The baby had chubby cheeks.,
circuit,5,電路；巡迴,The electric circuit was broken.,
cite,5,引用；引述,The writer cited several studies in her paper.,
civic,5,市民的；公民的,Voting is a civic duty.,
clarity,5,清晰,Her explanation had great clarity.,
cling,5,緊抓；依附,The child began to cling to his mother.,
clinical,5,臨床的,The drug is now in clinical trials.,
cognitive,5,認知的,Reading improves cognitive skills.,
coherent,5,連貫的；有條理的,He gave a clear and coherent answer.,
collaboration,5,合作,The project was completed through collaboration.,
collective,5,集體的；集體,The team made a collective decision.,
combat,5,戰鬥；對抗,The soldiers were ready for combat.,
communism,5,共產主義,The book explains the history of communism.,
comparable,5,可比較的,Their salaries are comparable.,
compassion,5,同情；憐憫,She treated the poor with compassion.,
compel,5,強迫,The law can compel witnesses to testify.,
competent,5,有能力的,She is a competent and reliable worker.,
compliance,5,遵從；服從,Compliance with safety rules is required.,
compound,5,複合物；混合的,Water is a simple chemical compound.,
comprise,5,包含；由……組成,The committee comprises ten members.,
compulsory,5,強制性的；必修的,English is a compulsory subject in many schools.,
conception,5,概念；構想,His conception of love changed over time.,
condemn,5,譴責,Leaders around the world condemned the attack.,
conduct,5,實施；行為,The school will conduct a survey.,
contemporary,5,當代的；同時代的人,The museum shows contemporary art.,
controversy,5,爭議,The new law caused much controversy.,
conversion,5,轉變；換算,The conversion of the old factory took years.,
conviction,5,堅定信念；判罪,She spoke with strong conviction.,
coordinate,5,協調；座標,We need to coordinate our efforts.,
core,5,核心,Honesty is at the core of our business.,
corporate,5,公司的；企業的,He works for a large corporate office.,
corridor,5,走廊,The students waited in the corridor.,
counselor,5,輔導員；顧問,The school counselor gave him advice.,
creek,5,小溪,We walked along a small creek.,
criterion/criteria,5,標準,Price is not the only criterion for choosing a car.,
crucial,5,關鍵的；重要的,Sleep is crucial for good health.,
cuisine,5,菜餚；烹飪,Italian cuisine is popular around the world.,
customs,5,海關,We passed through customs at the airport.,
deadly,5,致命的,The snake has a deadly poison.,
debris,5,殘骸；碎片,Workers cleared the debris after the storm.,
decay,5,腐敗；衰退,The old tree began to decay.,
defendant,5,被告,The defendant denied all charges.,
deliberate,5,故意的；審慎考慮,It was a deliberate attempt to cheat.,
density,5,密度,The population density is very high here.,
deputy,5,代理人；副手,The deputy took charge in her absence.,
derive,5,衍生；獲得,Many English words derive from Latin.,
descend,5,下降,The plane began to descend slowly.,
descriptive,5,描述性的,The book gives a descriptive account of the city.,
despair,5,絕望,He fell into deep despair after losing his job.,
destiny,5,命運,She believed it was her destiny to help others.,
diameter,5,直徑,The circle has a diameter of ten inches.,
diplomatic,5,外交的,They found a diplomatic solution to the problem.,
discourse,5,論述；話語,The professor studies political discourse.,
dissolve,5,溶解,Sugar will dissolve quickly in hot water.,
distinctive,5,獨特的,The bird has a distinctive song.,
doctrine,5,教義；學說,The church teaches a strict doctrine.,
dome,5,圓頂,The dome of the building is made of glass.,
doorway,5,門口,He stood in the doorway and smiled.,
ecological,5,生態的,The project may cause ecological damage.,
ecosystem,5,生態系統,The forest is a complex ecosystem.,
embrace,5,擁抱；欣然接受,She embraced the chance to study abroad.,
enterprise,5,企業；事業,He started a small business enterprise.,
entitle,5,給……權利；命名,This ticket entitles you to a free drink.,
entity,5,實體,The company is a separate legal entity.,
entrepreneur,5,企業家,The young entrepreneur opened three shops.,
envision,5,想像；預見,We envision a peaceful future.,
epidemic,5,流行病；流行的,The flu epidemic spread quickly.,
episode,5,一集；一段插曲,This episode of the show was very funny.,
equation,5,方程式,Solve the equation for x.,
equity,5,公平；股權,The company values fairness and equity.,
erect,5,豎立；直立的,They erected a statue in the park.,
erupt,5,爆發,The volcano may erupt at any time.,
estate,5,地產；莊園,He inherited a large estate from his uncle.,
eternal,5,永恆的,They promised each other eternal love.,
ethical,5,道德的；倫理的,The doctor made an ethical decision.,
exceed,5,超過,Do not exceed the speed limit.,
excessive,5,過度的,Excessive noise can damage your hearing.,
exclude,5,排除,The price excludes tax and service.,
exclusive,5,獨家的；排外的,The club is very exclusive.,
execute,5,執行,The team will execute the plan tomorrow.,
execution,5,執行；處決,The execution of the project took six months.,
exploit,5,利用；開發,Some companies exploit cheap labor.,
external,5,外部的,The building needs external repairs.,
fabric,5,布料；織品,This fabric feels soft and smooth.,
fabulous,5,極好的；驚人的,We had a fabulous time at the party.,
facilitate,5,促進；使容易,The new road will facilitate trade.,
fascinate,5,使著迷,Ancient history fascinates me.,
fatigue,5,疲勞,He was overcome by fatigue after the trip.,
federal,5,聯邦的,The federal government passed a new law.,
fiber,5,纖維,Vegetables are rich in fiber.,
filter,5,過濾器；過濾,Please filter the water before drinking it.,
fiscal,5,財政的,The company reported strong fiscal results.,
fleet,5,艦隊；車隊,The navy sent a fleet to the area.,
flexibility,5,彈性,Flexibility is important in a changing market.,
flip,5,翻轉,She flipped the pancake in the pan.,
fluency,5,流利,He speaks English with great fluency.,
fluid,5,流體；流動的,The patient needs more fluid.,
format,5,格式；使格式化,Please format the report in a clear style.,
forum,5,論壇,The website is a forum for young writers.,
foster,5,培養；寄養的,Good teachers foster curiosity in students.,
foul,5,犯規；惡臭的,The player committed a foul.,
fraction,5,分數；一小部分,Only a fraction of the money was left.,
framework,5,架構；框架,The theory provides a useful framework.,
franchise,5,特許經營權,He bought a fast-food franchise.,
fraud,5,詐欺,He was arrested for credit card fraud.,
freight,5,貨運；運費,The train carries freight across the country.,
frontier,5,邊境；尖端領域,Space is the final frontier.,
gathering,5,聚會,It was a small family gathering.,
genetic,5,基因的；遺傳的,The disease has a genetic cause.,
genre,5,類型（文學、藝術）,This genre of music is very popular.,
grant,5,補助金；授予,The school received a research grant.,
graphic,5,圖像的；生動的,The report gives a graphic description of the accident.,
grip,5,緊握,He kept a tight grip on the rope.,
gross,5,總的；粗俗的,The company's gross income increased.,
gut,5,腸；勇氣,It took guts to speak the truth.,
habitat,5,棲息地,The forest is the natural habitat of many birds.,
hazard,5,危害；風險,Smoking is a serious health hazard.,
hence,5,因此,The road was closed and hence we were late.,
herb,5,香草；藥草,She grows herbs in her garden.,
heritage,5,遺產（文化、傳統）,The city is proud of its cultural heritage.,
highlight,5,強調；重點,The report highlights the main problems.,
horizontal,5,水平的,Draw a horizontal line across the page.,
icon,5,圖示；偶像,Click the icon to open the file.,
illusion,5,幻覺；錯覺,The mirror creates an illusion of space.,
implication,5,暗示；含意,The decision has serious implications.,
impulse,5,衝動,He bought the car on impulse.,
incorporate,5,納入；合併,We will incorporate your ideas into the plan.,
index,5,索引；指數,Check the index to find the topic.,
indigenous,5,本土的；原住民的,The museum honors indigenous cultures.,
indispensable,5,不可或缺的,Water is indispensable to life.,
infect,5,感染,The virus can infect both humans and animals.,
infrastructure,5,基礎建設,The country needs better infrastructure.,
inherent,5,固有的；與生俱來的,There is an inherent risk in every investment.,
initiative,5,主動性；倡議,She showed great initiative at work.,
injection,5,注射,The nurse gave him an injection.,
inning,5,（棒球）局,The team scored twice in the first inning.,
innovative,5,創新的,The company is known for innovative products.,
inquiry,5,詢問；調查,The police opened an inquiry into the case.,
insight,5,洞察力；見解,The book offers insight into human nature.,
institute,5,機構；設立,The institute studies climate change.,
institution,5,機構；制度,Marriage is a social institution.,
integrate,5,整合；使融入,Schools help students integrate into society.,
integration,5,整合；融合,The integration of the two systems took months.,
interval,5,間隔,There is a short interval between classes.,
intervention,5,介入；干預,The government's intervention saved the bank.,
jug,5,水壺；罐,She filled the jug with cold water.,
jury,5,陪審團,The jury found him not guilty.,
justify,5,證明……為正當,Nothing can justify such cruelty.,
layer,5,層；分層,A thick layer of dust covered the shelf.,
league,5,聯盟,The two schools joined the same league.,
legendary,5,傳奇的,He is a legendary football player.,
legislation,5,立法,The government passed new legislation.,
legislative,5,立法的,The legislative process can be slow.,
legitimate,5,合法的；正當的,He has a legitimate reason to complain.,
lest,5,以免；唯恐,Speak quietly lest you wake the baby.,
lump,5,塊狀物,He found a small lump on his neck.,
maintenance,5,維護；保養,The car needs regular maintenance.,
mammal,5,哺乳動物,The whale is the largest mammal.,
mandate,5,命令；授權,The new law gives the police a clear mandate.,
manifest,5,顯示；明顯的,His anger was manifest to everyone.,
marine,5,海洋的,The oil spill harmed marine life.,
massive,5,巨大的,The earthquake caused massive damage.,
mattress,5,床墊,The old mattress was very uncomfortable.,
meantime,5,同時；其間,In the meantime please wait here.,
mechanism,5,機制；機械裝置,The clock has a simple mechanism.,
merge,5,合併,The two companies decided to merge.,
metaphor,5,隱喻；比喻,The poem uses light as a metaphor for hope.,
metropolitan,5,大都市的,He lives in a busy metropolitan area.,
midst,5,在……之中,She remained calm in the midst of danger.,
milestone,5,里程碑,The discovery was a milestone in medicine.,
miniature,5,小型的；縮小模型,She collects miniature cars.,
minimize,5,使降到最低,We must minimize the risk of error.,
mint,5,薄荷；鑄幣廠,She added fresh mint to the tea.,
mode,5,模式；方式,The phone is in silent mode.,
modify,5,修改,We may modify the design later.,
morality,5,道德,The novel raises questions about morality.,
mortality,5,死亡率；必死性,Infant mortality has fallen in recent years.,
mortgage,5,抵押貸款,They took out a mortgage to buy the house.,
motive,5,動機,The police could not find a motive.,
mount,5,山；騎上；安裝,He tried to mount the horse.,
mumble,5,喃喃自語,He began to mumble an apology.,
municipal,5,市政的,The municipal government repaired the road.,
myth,5,神話,The story is an ancient Greek myth.,
nasty,5,令人不快的；惡劣的,The weather turned nasty in the afternoon.,
negotiation,5,談判；協商,The negotiation lasted for several hours.,
neutral,5,中立的,The country remained neutral during the war.,
nonprofit,5,非營利的,She works for a nonprofit organization.,
norm,5,規範；標準,Wearing a seat belt is the norm here.,
notion,5,觀念；想法,He has a strange notion about success.,
nowhere,5,任何地方都不,The lost keys were nowhere to be found.,
nutrient,5,營養素,Fruit and vegetables contain important nutrients.,
obligation,5,義務,You have an obligation to tell the truth.,
observer,5,觀察者,The observer noted every detail.,
offering,5,供品；提供物,The company announced a new offering.,
olive,5,橄欖；橄欖色的,She added olive oil to the salad.,
opposition,5,反對,The plan met strong opposition.,
opt,5,選擇,Many students opt for online courses.,
orchard,5,果園,The apple orchard is beautiful in spring.,
organism,5,生物；有機體,A single organism can affect the whole ecosystem.,
output,5,產出；輸出,The factory increased its output.,
outsider,5,局外人,He felt like an outsider at the party.,
overall,5,整體的；整體而言,The overall result was very good.,
overhead,5,在頭頂上方的；經常性開銷,The overhead costs are too high.,
oversee,5,監督,She will oversee the new project.,
parallel,5,平行的；相似之處,The two roads run parallel to each other.,
particle,5,粒子；微粒,A dust particle floated in the air.,
partly,5,部分地,The delay was partly my fault.,
pastry,5,糕點,She bought a sweet pastry for breakfast.,
patch,5,補丁；小塊地,He sewed a patch on his jacket.,
patent,5,專利；獲得專利的,The company applied for a new patent.,
patrol,5,巡邏,Police patrol the streets at night.,
perceive,5,察覺；認為,I perceive a change in his attitude.,
perception,5,知覺；看法,Public perception of the issue is changing.,
personnel,5,全體人員；人事部門,The personnel department hired new staff.,
phase,5,階段,The project is in its final phase.,
pickup,5,接載；輕型卡車,He drives a small pickup truck.,
pier,5,碼頭；橋墩,We walked along the pier at sunset.,
placement,5,安置；配置,The school helps students with job placement.,
plead,5,懇求；辯護,She began to plead for help.,
plunge,5,使突然陷入；跳入,The car plunged into the river.,
plural,5,複數的；複數,The plural of child is children.,
poetic,5,詩意的,The sunset had a poetic beauty.,
poke,5,戳；刺,Do not poke the animal with a stick.,
porch,5,門廊,We sat on the porch after dinner.,
predator,5,掠食者,The lion is a powerful predator.,
presumably,5,推測起來；大概,He is presumably still at work.,
presume,5,推測；假定,I presume you have read the report.,
prevail,5,盛行；獲勝,Justice will prevail in the end.,
prey,5,獵物；捕食,The eagle hunted its prey.,
prior,5,先前的；優先的,You need prior approval to enter.,
proclaim,5,宣告；宣布,The king proclaimed a national holiday.,
profound,5,深刻的；深奧的,The book had a profound effect on me.,
prolong,5,延長,They decided to prolong the meeting.,
propaganda,5,宣傳,The newspaper spread political propaganda.,
prophet,5,先知,The prophet warned the people of danger.,
proportion,5,比例,A large proportion of students passed.,
province,5,省；領域,She was born in a northern province.,
provision,5,供應；條款,The contract has a special provision.,
pyramid,5,金字塔,We visited the ancient pyramids in Egypt.,
quiver,5,顫抖,Her voice began to quiver with fear.,
quota,5,配額,The company met its sales quota.,
racism,5,種族主義,Racism has no place in a fair society.,
radiation,5,輻射,The workers were exposed to radiation.,
radical,5,激進的；根本的,The plan requires radical change.,
ragged,5,破爛的,The beggar wore ragged clothes.,
rail,5,鐵軌；扶手,Hold the rail while going down the stairs.,
ranch,5,牧場,They raise cattle on a large ranch.,
random,5,隨機的,The winners were chosen at random.,
ratio,5,比率,The ratio of boys to girls is two to one.,
rattle,5,使發出咯咯聲；使緊張,The wind made the windows rattle.,
realism,5,現實主義,The novel is praised for its realism.,
realm,5,領域；王國,That idea belongs in the realm of science.,
rear,5,後面的；後方,The rear door of the car was open.,
recite,5,背誦；朗誦,The child recited a poem in class.,
recommend,5,推薦；建議,I recommend this book to all students.,
recommendation,5,推薦；建議,She wrote a strong recommendation for him.,
refuge,5,避難；庇護,They found refuge in a small church.,
regardless,5,不論；不管,She went ahead regardless of the risk.,
regime,5,政權；制度,The old regime was finally overthrown.,
reinforce,5,加強；增援,The teacher reinforced the main idea.,
reminder,5,提醒物,The note was a reminder to call her.,
removal,5,移除；除去,The removal of the stain took time.,
render,5,使成為；提供（服務）,The accident rendered him unable to walk.,
rental,5,租金；出租的,The rental car was parked outside.,
residence,5,住宅；居住,The president's residence is heavily guarded.,
resident,5,居民；居住的,He is a resident of this small town.,
residential,5,住宅的,They live in a quiet residential area.,
respondent,5,回應者；被告,The respondent refused to answer.,
revenue,5,收入；稅收,The company's revenue grew last year.,
ridge,5,山脊；脊,We climbed to the top of the ridge.,
rifle,5,來福槍,The soldier carried a rifle.,
rigid,5,僵硬的；嚴格的,The school has rigid rules.,
rim,5,邊緣,She filled the glass to the rim.,
rip,5,撕裂,He accidentally ripped his shirt.,
risky,5,有風險的,Investing in that company is risky.,
rod,5,桿；棒,He used a metal rod to open the box.,
sacred,5,神聖的,This place is sacred to the local people.,
saint,5,聖人,The church was named after a saint.,
salmon,5,鮭魚,We had grilled salmon for dinner.,
salon,5,沙龍；美容院,She goes to a hair salon every month.,
scar,5,疤痕,The scar on his leg never faded.,
scenario,5,情境；劇本,Imagine a worst-case scenario.,
scent,5,氣味；香味,The scent of flowers filled the room.,
scheme,5,計畫；陰謀,They developed a scheme to raise money.,
scope,5,範圍,The scope of the study is very wide.,
scramble,5,爭搶；攀爬,The children scramble for the last piece.,
sector,5,部門；區域,He works in the private sector.,
segment,5,部分；片段,This segment of the road is closed.,
senator,5,參議員,The senator gave a speech on education.,
sensitivity,5,敏感度,Her sensitivity to criticism surprised me.,
sensor,5,感應器,The sensor detects movement at night.,
sentiment,5,情感；情緒,Public sentiment turned against the plan.,
sequence,5,順序；連續,Please put the events in the correct sequence.,
series,5,系列；一連串,The series has eight episodes.,
server,5,伺服器；服務生,The server brought our drinks.,
session,5,會議；一段時間,The training session lasted two hours.,
setting,5,背景；設置,The story has a rural setting.,
shareholder,5,股東,The shareholders voted on the merger.,
shatter,5,使粉碎,The glass shattered on the floor.,
sheriff,5,警長,The sheriff arrested the suspect.,
shield,5,盾牌；保護,The knight raised his shield.,
shove,5,推擠,He gave the door a hard shove.,
shrug,5,聳肩,She gave a shrug and walked away.,
shuttle,5,接駁車；穿梭,The shuttle takes guests to the airport.,
siege,5,圍攻,The city was under siege for months.,
skull,5,頭骨,The fall broke his skull.,
slavery,5,奴隸制度,The museum tells the history of slavery.,
slot,5,投幣口；狹縫,Put the coin into the slot.,
smash,5,猛撞；粉碎,The ball smashed the window.,
sniff,5,嗅；聞,The dog began to sniff the ground.,
soar,5,翱翔；飆升,Prices continue to soar.,
soften,5,使軟化,Warm water will soften the butter.,
sophisticated,5,複雜精密的；老練的,She has a sophisticated taste in art.,
sophomore,5,二年級生,He is a sophomore at the university.,
spacious,5,寬敞的,The living room is bright and spacious.,
specialist,5,專家,She is a specialist in heart disease.,
specialize,5,專攻；專門研究,He decided to specialize in law.,
specialty,5,專長；特產,Seafood is the specialty of this restaurant.,
specify,5,明確指定,Please specify the date you need.,
specimen,5,樣本；標本,The scientist examined the specimen.,
spectator,5,觀眾,The spectators cheered loudly.,
spectrum,5,光譜；範圍,The survey covered a wide spectrum of opinions.,
sphere,5,球體；領域,She is famous in the political sphere.,
spicy,5,辣的,This soup is too spicy for me.,
spine,5,脊椎；書背,He injured his spine in the fall.,
sponge,5,海綿,Use a sponge to clean the table.,
sponsorship,5,贊助,The event received corporate sponsorship.,
squash,5,南瓜；擠壓,She cooked squash for dinner.,
squat,5,蹲下的；蹲,He had to squat to tie his shoes.,
stain,5,污漬；弄髒,The wine left a stain on the carpet.,
stake,5,賭注；利害關係,Many jobs are at stake.,
stance,5,立場；姿勢,The party changed its stance on taxes.,
stew,5,燉煮；燉菜,We had beef stew for lunch.,
stimulate,5,刺激；激勵,Good teachers stimulate discussion.,
stink,5,惡臭；發出臭味,The garbage began to stink.,
stock,5,存貨；股票,The store has plenty of stock.,
straightforward,5,直接的；簡單的,The instructions are clear and straightforward.,
strand,5,使擱淺；一縷（線）,The boat was stranded on the shore.,
strap,5,帶子；皮帶,Fasten the strap around your waist.,
striking,5,顯著的；引人注目的,There is a striking difference between them.,
stumble,5,絆倒；蹣跚而行,He stumbled over a stone.,
subsequent,5,隨後的,Subsequent events proved him right.,
substantial,5,大量的；實質的,She made a substantial contribution.,
substitute,5,代替品；替代,You can substitute honey for sugar.,
subtle,5,微妙的,There is a subtle change in his tone.,
suburban,5,郊區的,They moved to a suburban neighborhood.,
successor,5,繼任者,She named her successor before leaving.,
suite,5,套房；套裝,They stayed in a luxury suite.,
supervision,5,監督,Children need adult supervision.,
supreme,5,至高的；最高的,The court has supreme authority.,
surplus,5,剩餘；過剩的,The country has a trade surplus.,
surveillance,5,監視,The police kept him under surveillance.,
suspend,5,暫停；懸掛,The school will suspend classes tomorrow.,
sustain,5,維持；支撐,The economy cannot sustain such growth.,
sustainable,5,可持續的,We need sustainable energy sources.,
swap,5,交換,Let us swap seats.,
symbolic,5,象徵性的,The gift was symbolic of their friendship.,
symptom,5,症狀,Fever is a common symptom of flu.,
syndrome,5,症候群,The patient has a rare syndrome.,
tactic(s),5,戰術；策略,The coach changed his tactics.,
tangle,5,使纏繞；糾結,The wires began to tangle.,
texture,5,質地；紋理,The fabric has a soft texture.,
theology,5,神學,He studied theology at university.,
therapy,5,治療,She is receiving therapy for stress.,
thereby,5,藉此；因此,He signed the deal thereby ending the dispute.,
thriller,5,驚悚小說（電影）,The movie is a tense thriller.,
throne,5,王座,The prince sat on the throne.,
thrust,5,猛推；推力,He thrust the letter into my hand.,
tick,5,滴答聲；打勾,The clock made a steady tick.,
tile,5,瓷磚,The kitchen floor is covered with tile.,
tin,5,錫；罐頭,He opened a tin of soup.,
torch,5,火把；手電筒,She used a torch to find the path.,
torment,5,折磨；痛苦,The memory continued to torment him.,
trait,5,特徵；特質,Patience is an important trait.,
traitor,5,叛徒,He was called a traitor by his country.,
transaction,5,交易,The bank recorded every transaction.,
transparent,5,透明的,The glass is completely transparent.,
treaty,5,條約,The two countries signed a peace treaty.,
tribute,5,致敬；貢品,The concert was a tribute to the singer.,
triple,5,三倍的；使成三倍,The company tripled its profits.,
tuna,5,鮪魚,She made a tuna sandwich.,
ultimate,5,最終的；根本的,Our ultimate goal is world peace.,
uncover,5,揭露；發現,The report uncovered serious problems.,
underline,5,在……下畫線；強調,Please underline the key words.,
undermine,5,逐漸破壞；削弱,The scandal undermined public trust.,
undo,5,取消；解開,It is hard to undo the damage.,
undoubtedly,5,無疑地,She is undoubtedly the best candidate.,
unfold,5,展開；逐漸展現,The story unfolds slowly.,
update,5,更新,Please update your address.,
utility,5,公用事業；效用,The utility company raised prices.,
utilize,5,利用,We should utilize our resources wisely.,
vague,5,含糊的；模糊的,His answer was vague and unclear.,
valid,5,有效的；合理的,Your ticket is valid for one month.,
vein,5,靜脈；紋理,The nurse found a vein in his arm.,
vendor,5,小販；供應商,The vendor sold fruit by the road.,
venue,5,場地；地點,The venue for the concert is downtown.,
version,5,版本,This is the latest version of the software.,
versus,5,對抗；與……相對,It is a test of speed versus accuracy.,
veteran,5,老兵；資深者,He is a veteran of the war.,
viewer,5,觀眾；觀看者,The show attracted millions of viewers.,
viewpoint,5,觀點,Try to understand his viewpoint.,
virtual,5,虛擬的,Students attended a virtual class.,
voucher,5,優惠券；憑證,You can use this voucher at the store.,
warehouse,5,倉庫,The goods are stored in a warehouse.,
wary,5,謹慎的；小心的,Be wary of strangers offering money.,
weird,5,怪異的,That was a really weird dream.,
whereas,5,然而；反之,He likes coffee whereas she prefers tea.,
whine,5,哀鳴；抱怨,The dog began to whine at the door.,
widespread,5,普遍的；廣泛的,The disease is now widespread.,
wig,5,假髮,The actor wore a white wig.,
wildlife,5,野生動物,The park protects local wildlife.,
windshield,5,擋風玻璃,The windshield was covered with snow.,
wither,5,枯萎,The flowers will wither without water.,
witty,5,機智風趣的,She made a witty remark.,
workshop,5,工作坊；研習會,He attended a writing workshop.,
worthwhile,5,值得的,It was a worthwhile experience.
